TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,VPD,RH,TA,P,TS_1,TS_2,TS_3,TS_4,WTD,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20130219,-9999,-9999,-9999,-9999,-9999,29.23625,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.30281181666666673,0.128171875,0.09274620354166667,-9999,-9999,-9999,-9999,-9999,-9999,29.23625,282.06691666666666,-9999,-9999,0.2315625,-9999,100.43039583333332,-3.1749999999999994,0.4600000000000001,-9999,2.7454791666666662,-0.5944694695941024,0.18171177905596525,12.805915666572044,3.0
20130220,-9999,-9999,-9999,-9999,-9999,64.16645833333332,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2333324666666668,0.20269666666666672,0.062550749375,-9999,-9999,-9999,-9999,-9999,-9999,64.16645833333332,213.05083333333351,-9999,-9999,0.110625,-9999,101.149875,-6.365145833333334,0.024,-9999,2.2662291666666667,0.05326545417949871,0.0992804726275972,11.6661756008434,3.0
20130221,-9999,-9999,-9999,-9999,-9999,48.20166666666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.17308655416666666,0.17022291666666667,0.04121740333333334,-9999,-9999,-9999,-9999,-9999,-9999,48.20166666666666,237.09025000000003,-9999,-9999,0.026375,-9999,100.80472916666668,-9.640562500000003,0.182,-9999,1.961375,-1.8812353333992284,0.08618574685769792,12.187326022510936,3.0
20130222,-9999,-9999,-9999,-9999,-9999,29.358125,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2927149916666667,0.12763437500000002,0.08937377583333332,-9999,-9999,-9999,-9999,-9999,-9999,29.358125,291.68837500000006,-9999,-9999,0.058354166666666665,-9999,100.4411875,-3.444604166666668,0.6140000000000002,-9999,1.2457083333333332,-1.2981080842168484,0.16164618110530551,15.574625131821266,3.0
20130223,-9999,-9999,-9999,-9999,-9999,21.876000000000005,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.33196663750000005,0.1030089875,0.10914669375000002,-9999,-9999,-9999,-9999,-9999,-9999,21.876000000000005,297.90872916666666,-9999,-9999,0.22364583333333327,-9999,100.93858333333333,-1.648812500000001,0.31000000000000005,-9999,2.360020833333333,-0.9669541285826576,0.17599517597355716,14.319994433523519,3.0
20130224,-9999,-9999,-9999,-9999,-9999,22.8725,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3268037416666667,0.10640625,0.10672824145833336,-9999,-9999,-9999,-9999,-9999,-9999,22.8725,284.52622916666667,-9999,-9999,0.14583333333333334,-9999,101.10610416666668,-1.792958333333334,0.27,-9999,2.8088750000000013,-1.1670131527027832,0.19256374635219006,13.495857143502686,3.0
20130225,-9999,-9999,-9999,-9999,-9999,40.67597916666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.343911125,0.15193450833333333,0.11662482291666665,-9999,-9999,-9999,-9999,-9999,-9999,40.67597916666666,252.21612499999983,-9999,-9999,0.2920208333333333,-9999,101.37939583333332,-1.0095,0.006,-9999,2.4043333333333337,0.11921226570274407,0.16285907418767814,13.827979800818534,3.0
20130226,-9999,-9999,-9999,-9999,-9999,49.988958333333336,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3881320145833334,0.16640583333333334,0.14159609229166667,-9999,-9999,-9999,-9999,-9999,-9999,49.988958333333336,258.63697916666666,-9999,-9999,0.9051666666666666,-9999,100.68681249999996,0.917,0.0,-9999,3.658083333333332,2.9974377720877787,0.16700856862840127,12.581798046134324,3.0
20130227,-9999,-9999,-9999,-9999,-9999,57.2775,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.4024234083333333,0.1833860416666666,0.15049939479166666,-9999,-9999,-9999,-9999,-9999,-9999,57.2775,270.19125000000025,-9999,-9999,0.6277708333333333,-9999,100.18560416666668,1.5799166666666666,0.09,-9999,2.648479166666666,1.6226469819940537,0.1447833234183393,14.050661872119994,3.0
20130228,-9999,-9999,-9999,-9999,-9999,30.75770833333334,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.4210429875,0.13049502083333334,0.16084267458333332,-9999,-9999,-9999,-9999,-9999,-9999,30.75770833333334,270.72327083333334,-9999,-9999,0.8299583333333335,-9999,98.4006875,2.460729166666667,1.2300000000000002,-9999,3.6484583333333327,1.2212681497404263,0.15154847751757747,14.465782887229214,3.0
20130301,-9999,-9999,-9999,-9999,-9999,33.306595744680855,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2906225854166666,0.13409164583333336,0.094017238125,-9999,-9999,-9999,-9999,-9999,-9999,32.61270833333334,259.0520208333334,-9999,-9999,0.31320833333333337,-9999,98.4440208333333,-3.2921875000000003,0.42600000000000016,-9999,3.500270833333333,-0.5425566613478233,0.11476819165009533,12.330220241704092,3.0
20130302,-9999,-9999,-9999,-9999,-9999,45.69395833333334,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.12464438333333333,0.1508018125,0.02692805395833333,-9999,-9999,-9999,-9999,-9999,-9999,45.69395833333334,210.93981250000007,-9999,-9999,0.17789583333333334,-9999,98.9548125,-12.205437500000002,1.376,-9999,2.7082083333333333,-1.4532024223304612,0.04294293466024338,10.515690646665403,3.0
20130303,-9999,-9999,-9999,-9999,-9999,69.75566666666667,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.16268576875000007,0.20027416666666675,0.038951734791666665,-9999,-9999,-9999,-9999,-9999,-9999,69.75566666666667,218.79956249999992,-9999,-9999,0.21743749999999995,-9999,98.70233333333331,-9.597812500000002,0.526,-9999,2.7954375,-0.6016022447168656,0.03903433044488102,10.618306161070768,3.0
20130304,-9999,-9999,-9999,-9999,-9999,55.20550000000001,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.12142590000000003,0.17037395833333335,0.026982233541666668,-9999,-9999,-9999,-9999,-9999,-9999,55.22250000000002,215.05581249999992,-9999,-9999,0.07693749999999999,-9999,99.809375,-12.528041666666667,0.342,-9999,2.2159166666666663,-1.4723197532522034,0.05408837031226352,11.812160601332614,3.0
20130305,-9999,-9999,-9999,-9999,-9999,37.162291666666654,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2311851270833333,0.13516875,0.06754871770833333,-9999,-9999,-9999,-9999,-9999,-9999,37.162291666666654,269.5868541666667,-9999,-9999,0.11014583333333336,-9999,99.33583333333335,-5.861791666666665,0.7140000000000001,-9999,2.559770833333334,-1.579418992355217,0.09324315092742276,12.76255492679136,3.0
20130306,-9999,-9999,-9999,-9999,-9999,38.84722916666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.31617582708333336,0.13262900000000002,0.10699163354166667,-9999,-9999,-9999,-9999,-9999,-9999,38.84722916666666,264.51220833333326,-9999,-9999,0.5641666666666666,-9999,98.06079166666667,-1.6304583333333331,0.718,-9999,3.9668125000000014,1.2374306437863796,0.12244350664733605,12.08006095182431,3.0
20130307,-9999,-9999,-9999,-9999,-9999,98.49812500000002,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.19209901875,0.238175375,0.05112114520833333,-9999,-9999,-9999,-9999,-9999,-9999,98.49812500000002,187.49418750000004,-9999,-9999,0.4540416666666667,-9999,99.21258333333334,-7.723312500000001,0.062,-9999,3.631020833333333,1.9736149119854742,0.08883977528760499,10.998055786623757,3.0
20130308,-9999,-9999,-9999,-9999,-9999,93.66395833333333,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.17704694374999996,0.20982654166666667,0.04620942166666667,-9999,-9999,-9999,-9999,-9999,-9999,93.66395833333333,203.1625,-9999,-9999,0.3820833333333333,-9999,99.99383333333333,-8.600812499999998,0.312,-9999,2.988145833333332,1.672571380222018,0.08897134948138602,9.8874072505511,3.0
20130309,-9999,-9999,-9999,-9999,-9999,115.74095833333335,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.13495465416666666,0.2521490604166667,0.03136754083333334,-9999,-9999,-9999,-9999,-9999,-9999,115.74095833333335,177.15568749999997,-9999,-9999,0.226625,-9999,100.27295833333334,-11.12208333333333,0.0,-9999,2.0732708333333334,1.5660532246915864,0.07894913366925961,12.324957788837015,3.0
20130310,-9999,-9999,-9999,-9999,-9999,118.34004166666664,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.11502906249999995,0.250554625,0.02689257645833333,-9999,-9999,-9999,-9999,-9999,-9999,118.34854166666665,178.19679166666666,-9999,-9999,0.29016666666666663,-9999,100.00233333333333,-12.993604166666666,0.3660000000000001,-9999,2.3652916666666672,2.3198996668572995,0.09457281339069724,11.283379280797984,3.0
20130311,-9999,-9999,-9999,-9999,-9999,111.48916666666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.18654889791666665,0.2340095833333333,0.05040231854166666,-9999,-9999,-9999,-9999,-9999,-9999,111.48916666666666,223.35527083333318,-9999,-9999,0.351875,-9999,99.10135416666664,-7.8473125,0.994,-9999,1.9942708333333337,2.268327460805359,0.03420256333418692,13.640183309295335,3.0
20130312,-9999,-9999,-9999,-9999,-9999,54.69377083333334,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.16210276041666669,0.15261495833333338,0.04248143375000001,-9999,-9999,-9999,-9999,-9999,-9999,54.69377083333334,249.04787499999995,-9999,-9999,0.05608333333333334,-9999,98.60466666666666,-9.418395833333333,4.900000000000001,-9999,1.9780416666666665,-1.4185872482567747,0.03168698802468695,12.542995928163444,3.0
20130313,-9999,-9999,-9999,-9999,-9999,86.39458333333334,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.18796609583333332,0.2066164583333333,0.05132970166666664,-9999,-9999,-9999,-9999,-9999,-9999,86.39458333333334,237.65133333333324,-9999,-9999,0.2020208333333333,-9999,98.30022916666668,-7.643062500000003,3.168,-9999,2.0842916666666667,0.07393633925068628,-0.003110798046954993,12.425610857826614,3.0
20130314,-9999,-9999,-9999,-9999,-9999,67.834375,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.10866816666666666,0.17716039583333332,0.025051240416666662,-9999,-9999,-9999,-9999,-9999,-9999,67.834375,187.55125,-9999,-9999,0.2145625,-9999,98.8455,-13.072145833333332,0.968,-9999,1.7227499999999998,-0.22429600931748786,0.03226087516571536,10.349349097750412,3.0
20130315,-9999,-9999,-9999,-9999,-9999,133.06897916666665,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.14759100416666668,0.2575829375000001,0.03981784333333333,-9999,-9999,-9999,-9999,-9999,-9999,133.07747916666668,178.88674999999992,-9999,-9999,0.5849583333333334,-9999,99.40141666666665,-10.560354166666665,0.0,-9999,1.870583333333333,5.521554606573927,0.02369298101020389,12.049416199671722,3.0
20130316,-9999,-9999,-9999,-9999,-9999,136.4985,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.15486735625,0.25862410416666665,0.04204936625,-9999,-9999,-9999,-9999,-9999,-9999,136.52399999999997,181.24904166666656,-9999,-9999,0.5851875000000001,-9999,99.72539583333332,-9.879500000000002,0.0,-9999,1.1785624999999995,5.538189291369995,0.021174751499853896,13.043710298922667,3.0
20130317,-9999,-9999,-9999,-9999,-9999,137.77604166666663,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.13398044375,0.25776135416666673,0.03437738375,-9999,-9999,-9999,-9999,-9999,-9999,137.77604166666663,177.82697916666658,-9999,-9999,0.4972916666666667,-9999,100.66654166666667,-11.135083333333332,0.0,-9999,1.5145833333333336,5.209419209601684,0.03924363453946201,12.635779638827453,3.0
20130318,-9999,-9999,-9999,-9999,-9999,144.12229166666663,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.12360412291666667,0.2586875,0.03027181041666667,-9999,-9999,-9999,-9999,-9999,-9999,144.12229166666663,178.84908333333343,-9999,-9999,0.4679374999999997,-9999,101.12170833333334,-11.660458333333338,0.0,-9999,2.5831875,4.985649668263465,0.060522094703010176,9.970901122559823,3.0
20130319,-9999,-9999,-9999,-9999,-9999,108.42291666666668,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.17357071666666665,0.21770705625,0.04729752416666666,-9999,-9999,-9999,-9999,-9999,-9999,108.42291666666668,226.76825,-9999,-9999,0.7185416666666665,-9999,100.50633333333336,-8.090104166666665,0.05,-9999,3.4103958333333333,4.409951962040499,-0.003081541842028542,9.006275064695883,3.0
20130320,-9999,-9999,-9999,-9999,-9999,140.864375,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.21423223125,0.2496647916666667,0.06438674208333331,-9999,-9999,-9999,-9999,-9999,-9999,140.864375,204.1023125,-9999,-9999,1.3785416666666668,-9999,100.59729166666664,-5.7182916666666666,0.0,-9999,4.368312500000001,11.046238705860944,0.014415819595151766,8.064394623770854,3.0
20130321,-9999,-9999,-9999,-9999,-9999,138.93337499999998,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.16792345625000002,0.24722929166666666,0.04590717166666666,-9999,-9999,-9999,-9999,-9999,-9999,138.941875,195.31364583333317,-9999,-9999,0.5271666666666667,-9999,101.0706666666667,-8.348291666666663,0.062,-9999,3.186583333333333,5.313374460333367,0.02667097903552085,8.579471637527043,3.0
20130322,-9999,-9999,-9999,-9999,-9999,110.72887500000002,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.14573137916666665,0.21320991666666667,0.03886308104166667,-9999,-9999,-9999,-9999,-9999,-9999,110.72887500000002,198.14733333333342,-9999,-9999,0.2872083333333333,-9999,101.2575,-9.917604166666667,0.0,-9999,2.512770833333333,2.4569824350946443,0.042514464921161885,10.245372156671404,3.0
20130323,-9999,-9999,-9999,-9999,-9999,112.524375,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2174497270833333,0.21422866666666665,0.06701279041666666,-9999,-9999,-9999,-9999,-9999,-9999,112.524375,213.10772916666662,-9999,-9999,0.7281458333333334,-9999,101.0410625,-5.365583333333332,0.128,-9999,2.5796458333333336,5.583793010535248,-0.0021277883101507565,11.284349709487062,3.0
20130324,-9999,-9999,-9999,-9999,-9999,136.32270833333328,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2318623520833334,0.24160425,0.07490398062500002,-9999,-9999,-9999,-9999,-9999,-9999,136.32270833333328,215.3909791666668,-9999,-9999,0.8552500000000002,-9999,101.24416666666666,-4.631875,0.108,-9999,1.6625624999999995,8.507890136042581,-0.00015007682394229242,14.363507200506234,3.0
20130325,-9999,-9999,-9999,-9999,-9999,137.19441666666668,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.24074242916666666,0.23435749999999997,0.07920005625,-9999,-9999,-9999,-9999,-9999,-9999,137.20291666666668,220.37918750000003,-9999,-9999,0.8533125,-9999,100.83349999999996,-4.073874999999999,0.052000000000000005,-9999,1.7605416666666671,8.368475666802237,0.008747862765867089,14.615887139093234,3.0
20130326,-9999,-9999,-9999,-9999,-9999,166.7922916666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2303142145833333,0.2622910416666667,0.07420774374999999,-9999,-9999,-9999,-9999,-9999,-9999,166.7922916666666,196.32612499999993,-9999,-9999,1.1328541666666665,-9999,100.51760416666669,-4.496979166666667,0.0,-9999,1.9086041666666675,13.458538590112227,0.0333598452837195,14.005036275854115,3.0
20130327,-9999,-9999,-9999,-9999,-9999,146.12270833333338,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2376282354166667,0.2335467916666667,0.07956260000000001,-9999,-9999,-9999,-9999,-9999,-9999,146.12270833333338,221.76283333333322,-9999,-9999,1.1137083333333333,-9999,100.15270833333336,-4.228291666666668,0.0,-9999,2.2597083333333337,11.914017388494985,0.039006446483923415,13.256989749890385,3.0
20130328,-9999,-9999,-9999,-9999,-9999,148.29437499999997,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.27236283541666656,0.2372961791666667,0.09397880916666666,-9999,-9999,-9999,-9999,-9999,-9999,148.29437499999997,222.9390625,-9999,-9999,1.0022916666666666,-9999,100.16747916666668,-2.0439166666666675,0.20199999999999999,-9999,2.3582916666666667,11.133577003281927,0.012143275643392295,14.37507786234061,3.0
20130329,-9999,-9999,-9999,-9999,-9999,178.08566666666667,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.23392380000000004,0.26264520625,0.07749761354166668,-9999,-9999,-9999,-9999,-9999,-9999,178.08566666666667,200.4470625,-9999,-9999,1.2881250000000002,-9999,100.40008333333333,-4.1412708333333335,0.0,-9999,1.051395833333333,16.190225244960573,0.07189519741403151,16.235787399049553,3.0
20130330,-9999,-9999,-9999,-9999,-9999,174.7915,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2274358270833333,0.2551569583333333,0.07594371041666667,-9999,-9999,-9999,-9999,-9999,-9999,174.79999999999995,205.93835416666676,-9999,-9999,1.3539375,-9999,99.64795833333336,-4.569979166666668,0.0,-9999,1.383791666666667,16.579377959639643,0.08529211681763893,13.69822218685868,3.0
20130331,-9999,-9999,-9999,-9999,-9999,182.61270833333333,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2462602979166667,0.26164704166666664,0.08430410124999999,-9999,-9999,-9999,-9999,-9999,-9999,182.61270833333333,206.47839583333348,-9999,-9999,1.405520833333333,-9999,99.5689791666667,-3.356562500000001,0.0,-9999,1.1388125,17.954021792200038,0.07255091807457513,15.527483967766294,3.0
20130401,-9999,-9999,-9999,-9999,-9999,174.73723404255313,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.243036075,0.2500585833333333,0.08315753229166667,-9999,-9999,-9999,-9999,-9999,-9999,171.09687499999995,209.9282291666666,-9999,-9999,1.3540208333333337,-9999,99.522,-3.4596250000000004,0.0,-9999,1.2566250000000003,16.265368721139374,0.07600681122691087,14.966815226992955,3.0
20130402,-9999,-9999,-9999,-9999,-9999,169.8454166666667,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.25681616041666666,0.2466421875,0.08966940333333333,-9999,-9999,-9999,-9999,-9999,-9999,169.8454166666667,210.7654375,-9999,-9999,1.4233333333333331,-9999,99.3945625,-2.5964791666666662,0.0,-9999,2.126229166666667,16.392570813757587,0.07122999954758695,14.494505023013954,3.0
20130403,-9999,-9999,-9999,-9999,-9999,190.035,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2701726416666667,0.2585268333333333,0.09552423583333333,-9999,-9999,-9999,-9999,-9999,-9999,190.035,210.25058333333337,-9999,-9999,1.3858333333333333,-9999,100.36435416666664,-1.6950625,0.0,-9999,1.9923125,18.443352749007822,0.07676586189664432,13.17628202752841,3.0
20130404,-9999,-9999,-9999,-9999,-9999,173.9712499999999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3123093770833333,0.2389986875,0.1167662979166667,-9999,-9999,-9999,-9999,-9999,-9999,173.9712499999999,238.37727083333343,-9999,-9999,1.6430625,-9999,100.52914583333332,0.6047916666666666,0.06,-9999,2.039229166666667,20.566193895196246,0.04519279505110824,14.216251942806966,3.0
20130405,-9999,-9999,-9999,-9999,-9999,194.98187500000003,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3026366479166667,0.2558093958333333,0.11210537187500004,-9999,-9999,-9999,-9999,-9999,-9999,194.98187500000003,226.07693749999993,-9999,-9999,1.9752083333333332,-9999,100.05404166666668,0.20506249999999995,0.0,-9999,1.949875,25.07833520937749,0.05175928076757399,14.878596503462527,3.0
20130406,-9999,-9999,-9999,-9999,-9999,199.474375,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.25220035416666664,0.25655575,0.08763886604166665,-9999,-9999,-9999,-9999,-9999,-9999,199.474375,204.53622916666652,-9999,-9999,1.5342083333333336,-9999,99.67435416666665,-2.3756666666666657,0.0,-9999,2.1298125,20.752549950643566,0.10267650371637636,13.099345908220194,3.0
20130407,-9999,-9999,-9999,-9999,-9999,101.57406249999998,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2477309645833333,0.1676851666666667,0.08564436874999999,-9999,-9999,-9999,-9999,-9999,-9999,101.57406249999998,259.4785833333331,-9999,-9999,1.1220208333333332,-9999,99.1659375,-2.513291666666667,1.126,-9999,2.5256666666666665,9.576110981469279,0.08643142829470961,14.925668021633527,3.0
20130408,-9999,-9999,-9999,-9999,-9999,87.12208333333334,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2670592020833333,0.14901314583333336,0.09468423541666666,-9999,-9999,-9999,-9999,-9999,-9999,87.12208333333334,259.6546875,-9999,-9999,0.847666666666667,-9999,98.87737500000004,-1.3129583333333332,1.7379999999999998,-9999,1.3620624999999995,6.925411706070937,0.058102086367324,17.015706787690664,3.0
20130409,-9999,-9999,-9999,-9999,-9999,183.63225,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2436814875000001,0.2369748395833333,0.08546924187499999,-9999,-9999,-9999,-9999,-9999,-9999,183.63225,219.2861458333334,-9999,-9999,1.5495,-9999,99.70995833333336,-2.692333333333333,0.0,-9999,1.2454583333333331,20.660916526884943,0.11046342680691512,15.728458026826324,3.0
20130410,-9999,-9999,-9999,-9999,-9999,211.1120833333333,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2518596041666667,0.2525731458333333,0.09013171145833332,-9999,-9999,-9999,-9999,-9999,-9999,211.1120833333333,222.7280208333333,-9999,-9999,1.820145833333333,-9999,100.18739583333335,-2.2110833333333324,0.0,-9999,1.4490833333333333,26.28348420304643,0.0963021697832822,13.326716222127175,3.0
20130411,-9999,-9999,-9999,-9999,-9999,152.845,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2873891645833333,0.2019362916666666,0.10700520395833334,-9999,-9999,-9999,-9999,-9999,-9999,152.845,264.5597291666666,-9999,-9999,1.6226666666666665,-9999,99.98614583333332,-0.09481249999999967,0.48200000000000004,-9999,1.924604166666667,18.824056246153322,0.07926708627934866,15.447036936026795,3.0
20130412,-9999,-9999,-9999,-9999,-9999,61.030437499999984,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3315138979166665,0.10310237499999997,0.12767966166666664,-9999,-9999,-9999,-9999,-9999,-9999,61.030437499999984,307.16322916666667,-9999,-9999,0.8377083333333335,-9999,99.4260625,2.5167500000000005,0.32,-9999,1.8973958333333332,5.724149402796978,0.0707151462872491,16.13057860758515,3.0
20130413,-9999,-9999,-9999,-9999,-9999,34.0875,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3231091979166667,0.06390233333333332,0.12330031395833335,-9999,-9999,-9999,-9999,-9999,-9999,34.0875,319.3351041666668,-9999,-9999,0.09947916666666667,-9999,98.83131249999998,2.2210625000000004,3.948,-9999,2.7840416666666656,0.6726992110330757,0.14669916878226225,16.84453360117875,3.0
20130414,-9999,-9999,-9999,-9999,-9999,102.09604166666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3479884312499999,0.14381862499999998,0.13716063937499998,-9999,-9999,-9999,-9999,-9999,-9999,102.09604166666666,285.53308333333337,-9999,-9999,1.382125,-9999,99.92527083333331,3.5548541666666664,0.478,-9999,1.823708333333333,13.830647684238224,0.023745003145600786,16.442282165743674,3.0
20130415,-9999,-9999,-9999,-9999,-9999,68.65827083333333,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3522091354166667,0.09818372083333332,0.13888110875,-9999,-9999,-9999,-9999,-9999,-9999,68.65827083333333,310.73858333333334,-9999,-9999,0.9656458333333332,-9999,100.26033333333332,3.9389375,2.026,-9999,4.5151666666666666,7.0046806083053985,0.14138228022730234,18.91414618955733,3.0
20130416,-9999,-9999,-9999,-9999,-9999,127.52770833333336,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.4002984875,0.1519618125,0.1647394025,-9999,-9999,-9999,-9999,-9999,-9999,127.52770833333336,302.94245833333343,-9999,-9999,1.963625,-9999,100.04731249999998,6.482833333333333,0.10799999999999997,-9999,3.566062500000001,20.735874458371264,0.09994606365292327,19.786466627282472,3.0
20130417,-9999,-9999,-9999,-9999,-9999,104.91479166666664,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3822726041666668,0.13419247916666666,0.15477590166666666,-9999,-9999,-9999,-9999,-9999,-9999,104.91479166666664,317.0231666666669,-9999,-9999,1.60875,-9999,99.13397916666668,5.732812499999998,0.8520000000000002,-9999,3.7168541666666655,13.323134880400907,0.10810972751683272,20.054433493850073,3.0
20130418,-9999,-9999,-9999,-9999,-9999,60.28916666666666,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3550192666666667,0.08646074999999999,0.14083704416666673,-9999,-9999,-9999,-9999,-9999,-9999,60.28916666666666,302.23691666666656,-9999,-9999,2.554708333333333,-9999,98.678625,4.451354166666668,6.8119999999999985,-9999,3.990729166666668,17.000891089221106,0.1715809004485509,20.821347328001988,3.0
20130419,-9999,-9999,-9999,-9999,-9999,112.29639583333336,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3609385749999999,0.13517012291666666,0.14419541270833333,-9999,-9999,-9999,-9999,-9999,-9999,112.29639583333336,297.8046458333335,-9999,-9999,2.867770833333332,-9999,98.11166666666668,4.868291666666669,0.46,-9999,4.3533333333333335,25.67194251060899,0.13947041747210792,23.73639225545161,3.0
