TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,VPD,RH,TA,P,TS_1,TS_2,TS_3,TS_4,WTD,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20120111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3967788416666665,0.02083526083333333,0.33621994979166675,-9999,-9999,-9999,-9999,-9999,-9999,0.8497083333333334,286.81541666666675,-9999,-9999,0.0,-9999,98.610875,-2.4638750000000003,2.1099999999999994,-9999,2.053958333333334,-2.179674004945092,0.26552047550650715,16.70990661793901,3.0
20120112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.4183273916666666,0.0292656875,0.3525527077083333,-9999,-9999,-9999,-9999,-9999,-9999,1.2188958333333335,273.3190625000001,-9999,-9999,0.0,-9999,96.91079166666664,-1.7387708333333327,3.8480000000000003,-9999,2.4884583333333343,-2.1466593981203643,0.24481179590054555,16.06104007688467,3.0
20120113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3845003229166668,0.02286603125,0.3267612033333333,-9999,-9999,-9999,-9999,-9999,-9999,0.9311041666666666,292.2808958333335,-9999,-9999,0.16420833333333332,-9999,96.28229166666672,-2.9024375,4.212,-9999,4.512666666666667,-1.827012934579061,0.2557141168880902,12.280089601038958,3.0
20120114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3035724375,0.08258347916666665,0.2641110229166667,-9999,-9999,-9999,-9999,-9999,-9999,4.140208333333333,264.0745208333332,-9999,-9999,0.3467291666666666,-9999,98.75297916666665,-5.855145833333334,0.2920000000000001,-9999,4.785458333333333,-1.442707603917747,0.3151822139361194,8.137822202316253,3.0
20120115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.22198405,0.14279829166666666,0.198952305625,-9999,-9999,-9999,-9999,-9999,-9999,9.427895833333332,233.53733333333344,-9999,-9999,0.006541666666666668,-9999,100.17720833333334,-9.260541666666663,0.066,-9999,1.8434791666666663,-2.4951410934203646,0.3309832283959118,14.395709031173086,3.0
20120116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.14983146041666667,0.07161783333333334,0.13946854083333332,-9999,-9999,-9999,-9999,-9999,-9999,3.4091041666666677,240.80429166666667,-9999,-9999,0.0,-9999,100.35233333333336,-12.785604166666666,0.384,-9999,1.5049583333333332,-3.0295862296546043,0.3403646798052227,15.98174896743666,3.0
20120117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.25961186666666664,0.021097666666666667,0.2291465629166667,-9999,-9999,-9999,-9999,-9999,-9999,0.8496875,278.76143750000006,-9999,-9999,0.0,-9999,100.30122916666667,-7.655125000000001,2.886,-9999,1.3358749999999997,-2.618491745940644,0.3008034883407448,15.425393447047288,3.0
20120118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3088579083333333,0.08509147916666666,0.2682266941666666,-9999,-9999,-9999,-9999,-9999,-9999,4.269354166666668,281.58079166666647,-9999,-9999,0.0,-9999,99.89325,-5.658083333333333,0.478,-9999,1.9514166666666664,-2.4034414910223565,0.2815232900181027,13.988457241876832,3.0
20120119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3613906854166665,0.02467277083333333,0.30907793541666656,-9999,-9999,-9999,-9999,-9999,-9999,1.006541666666667,291.3015416666668,-9999,-9999,0.01975,-9999,98.16314583333332,-3.7076458333333338,3.486,-9999,3.9971041666666665,-2.3289429470914538,0.2487162053672272,10.912130279669421,3.0
20120120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3818365416666667,0.04436966666666667,0.3248095760416666,-9999,-9999,-9999,-9999,-9999,-9999,1.9384375000000005,295.4601874999998,-9999,-9999,0.0110625,-9999,98.3272291666667,-2.980270833333334,1.1720000000000002,-9999,2.9036250000000003,-2.2915211757241853,0.2221473602547,14.191417161060311,3.0
20120121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.3183861791666667,0.056012645833333326,0.2757145720833332,-9999,-9999,-9999,-9999,-9999,-9999,2.5118333333333336,282.1589583333332,-9999,-9999,0.0,-9999,98.85141666666664,-5.288645833333334,1.2920000000000005,-9999,2.7746875,-2.4446161701092075,0.2579381213228976,13.939235782697608,3.0
20120122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.32740976041666664,0.08795686041666666,0.282747546875,-9999,-9999,-9999,-9999,-9999,-9999,4.447583333333334,279.9008125000001,-9999,-9999,0.0,-9999,98.94095833333333,-4.950687500000001,0.5980000000000001,-9999,2.265708333333333,-2.3750676333896794,0.25391233387311696,13.367020586987806,3.0
20120123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2945931750000001,0.057635770833333336,0.257026811875,-9999,-9999,-9999,-9999,-9999,-9999,2.5849375,279.5459375000001,-9999,-9999,0.0,-9999,99.40572916666667,-6.209354166666665,1.306,-9999,2.227583333333333,-2.493589783675772,0.2412729328293633,12.844704085618975,3.0
20120124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.2005859291666667,0.11560979166666667,0.18146053020833333,-9999,-9999,-9999,-9999,-9999,-9999,6.2263125000000015,250.68956250000008,-9999,-9999,0.0,-9999,100.3113125,-10.26275,0.47,-9999,1.7582291666666656,-2.6307527806273785,0.23855833034599935,13.821280006155426,3.0
20120125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.16051606875000005,0.12705579166666667,0.14856925479166666,-9999,-9999,-9999,-9999,-9999,-9999,7.262,251.1726875000001,-9999,-9999,0.0,-9999,101.33627083333336,-12.169520833333333,0.252,-9999,1.953125,-2.763248108875965,0.25614395814880603,14.475348422137964,3.0
20120126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.1934838854166667,0.15538483333333336,0.17586595375000005,-9999,-9999,-9999,-9999,-9999,-9999,9.627770833333336,248.05654166666665,-9999,-9999,0.0,-9999,102.22077083333336,-10.532250000000003,0.222,-9999,2.337229166666668,-2.5197421564433804,0.2561579775444501,11.39833069544152,3.0
20120127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.19254065625000005,0.16906072916666662,0.1751455752083333,-9999,-9999,-9999,-9999,-9999,-9999,11.192708333333336,236.87395833333323,-9999,-9999,0.0,-9999,102.71645833333332,-10.561583333333337,0.11600000000000002,-9999,2.815729166666667,-2.5541731307014506,0.2665049002877094,10.528978404026386,3.0
20120128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.17535306250000002,0.17708418749999996,0.16086566437499994,-9999,-9999,-9999,-9999,-9999,-9999,11.813854166666665,213.38143749999983,-9999,-9999,0.0,-9999,103.17354166666664,-11.430104166666665,0.0,-9999,2.2812916666666667,-2.589732625021379,0.26232920628538586,11.210805911419499,3.0
20120129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,0.08195919791666666,0.204475,0.08094116604166665,-9999,-9999,-9999,-9999,-9999,-9999,14.876666666666667,192.58745833333327,-9999,-9999,0.0,-9999,103.62633333333332,-17.00554166666667,0.0,-9999,1.4081458333333332,-3.7882643631560673,0.2682643400436863,12.36187719628799,3.0
