TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,P,D_SNOW,TS_1,TS_2,G_1,G_2,SWC_1,SWC_2,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20140111,-9999,-9999,-9999,-9999,-9999,6.211108333333333,7.2591904166666685,168.938125,168.12749999999997,-1.8746526041666671,8.391068729166667,-9999,0.08442904166666666,66.91985416666668,-9999,-36.83666666666667,0.0,-9999,-1.6956770833333332,-1.2084072916666668,-10.552560416666667,-10.204333333333333,-9999,-9999,-1.5124216666666663,0.020488663958333344,0.06254525,0.004457469043749998,-9999,-9999,1.5328808333333328,-4.191726083333334,-1.5745765208333322,-9999,6.211104166666666,7.2591904166666685,168.938125,168.12749999999997,-1.8746526041666671,8.391068729166667,0.0844375,66.91985416666668,98.04629166666666,-36.83666666666667,0.0,1.4654166666666664,-1.247053121176519,1.2066939593392558,-17.276970731473796,3.0
20140112,-9999,-9999,-9999,-9999,-9999,10.795322916666667,10.912346520833333,161.54312499999997,161.35375,-1.3617885416666669,12.238220687500002,-9999,0.07596110416666665,63.34825000000002,-9999,-38.761062500000016,0.0,-9999,-2.6176166666666663,-1.83341875,-13.793333333333333,-16.0431875,-9999,-9999,-1.4373447916666666,0.003201194375000001,0.1020906875,0.00031323952499999995,-9999,-9999,1.4405156250000009,0.2469579166666665,0.8837102083333336,-9999,10.795333333333335,10.912346520833333,161.54312499999997,161.35375,-1.3617885416666669,12.238220687500002,0.07602083333333334,63.34825000000002,97.56497916666665,-38.761062500000016,0.0,1.2590208333333333,-1.1974311543899028,1.2309310047362643,-15.768933381250674,3.0
20140113,-9999,-9999,-9999,-9999,-9999,2.6301504166666665,3.2009182291666662,204.86187499999997,202.97333333333336,0.5750395833333329,3.6106896375,-9999,0.2451127291666666,70.02375000000002,-9999,-26.938000000000002,0.0,-9999,-3.0291770833333342,-2.29008125,-15.552458333333329,-18.27777083333333,-9999,-9999,-0.6216021958333332,0.4951206729166668,0.03160384583333333,0.3596073730916666,-9999,-9999,1.1167118749999994,-5.657501458333335,-1.2013637499999996,-9999,2.630125,3.2009182291666662,204.86187499999997,202.97333333333336,0.5750395833333329,3.6106896375,0.2451666666666667,70.02375000000002,98.20620833333332,-26.938000000000002,0.0,0.9289166666666664,-1.2658609107091108,1.1274898524451709,-15.403749427799239,3.0
20140114,-9999,-9999,-9999,-9999,-9999,3.943583125,4.707243062500001,234.4670833333333,230.38958333333335,2.6401477083333327,9.811438291875,-9999,0.2824610416666667,80.76177083333336,-9999,-18.650979166666666,0.0,-9999,-2.225804166666667,-1.9336479166666665,-10.27514375,-12.19356875,-9999,-9999,-0.026971395833333314,0.8730552083333332,0.04496578958333333,0.6590433333333333,-9999,-9999,0.9000241666666667,-7.2471885416666675,-0.9042193750000004,-9999,3.9436041666666655,4.707243062500001,234.4670833333333,230.38958333333335,2.6401477083333327,9.811438291875,0.2824791666666667,80.76177083333336,97.06983333333336,-18.650979166666666,0.0,1.1995625,-1.3063056530830182,1.0502858965899766,-15.138985557334133,3.0
20140115,-9999,-9999,-9999,-9999,-9999,1.8074082145833328,2.938286354166665,236.858125,236.20291666666665,-0.6491841041666667,6.121873495416668,-9999,0.24840979166666666,82.68991666666669,-9999,-18.263187500000004,0.0,-9999,-1.7368812499999997,-1.5515833333333335,-8.139866666666668,-9.335910416666666,-9999,-9999,0.1978198375,0.8932920833333333,0.022233229583333344,0.659155625,-9999,-9999,0.6954750000000005,-1.147745625,-0.4680804375000001,-9999,1.8073958333333329,2.938286354166665,236.858125,236.20291666666665,-0.6491841041666667,6.121873495416668,0.24835416666666665,82.68991666666669,98.86883333333333,-18.263187500000004,0.0,1.0955833333333331,-1.2248412708280032,1.0380899652580016,-18.86736019932565,3.0
20140116,-9999,-9999,-9999,-9999,-9999,1.9393220625,2.2544998958333333,259.10458333333344,261.68104166666666,-2.9229156216666667,5.022482885625,-9999,0.2588377083333333,88.45252083333338,-9999,-12.95545833333333,0.0,-9999,-1.3929375000000002,-1.2676166666666664,-6.6160645833333325,-7.450506250000001,-9999,-9999,-0.44662166666666653,1.295183333333333,0.02375945145833333,1.1276037500000002,-9999,-9999,1.7418093750000003,-8.39410625,0.06756137916666667,-9999,1.9393125,2.2544998958333333,259.10458333333344,261.68104166666666,-2.9229156216666667,5.022482885625,0.258875,88.45252083333338,98.64445833333336,-12.95545833333333,0.0,1.0463125,-1.3173999453652507,1.0581388185982827,-12.71809691012442,3.0
20140117,-9999,-9999,-9999,-9999,-9999,3.5245588685416678,6.4470254375,281.6643750000001,274.46229166666666,4.021705770833333,9.459545183958333,-9999,0.2496096458333333,93.1395,-9999,-7.067664166666668,0.0,-9999,-1.0808708333333337,-0.9791933333333334,-5.052425000000002,-5.4226520833333325,-9999,-9999,0.13867127083333333,1.7352166666666664,0.04015491583333333,1.746320833333333,-9999,-9999,1.5965437499999997,-31.81822083333333,1.5071138541666664,-9999,3.5245625,6.4470254375,281.6643750000001,274.46229166666666,4.021705770833333,9.459545183958333,0.2497083333333333,93.1395,98.12874999999998,-7.067666666666668,0.0,2.2157916666666675,-0.939249266957612,1.0873594985594488,-20.744044439179646,3.0
20140118,-9999,-9999,-9999,-9999,-9999,4.174327395833335,6.317863541875003,258.401875,257.1841666666666,-1.1554254375,11.017393712499995,-9999,0.32901875,85.42754166666664,-9999,-12.92385416666667,0.0,-9999,-0.8864360416666668,-0.8144300000000001,-3.9258708333333336,-4.31615625,-9999,-9999,0.18909556250000004,1.297625,0.046951197500000014,1.1298916666666663,-9999,-9999,1.108527708333333,-5.660507083333331,1.3414389374999998,-9999,4.174333333333334,6.317863541875003,258.401875,257.1841666666666,-1.1554254375,11.017393712499995,0.3290000000000001,85.42754166666664,97.37339583333332,-12.92385416666667,0.0,1.0030625000000002,-1.160573622697028,1.0559095734850252,-6.597436865046286,3.0
20140119,-9999,-9999,-9999,-9999,-9999,3.1757122916666667,5.8880426041666665,254.13562499999992,244.0470833333333,6.939661041666668,9.312416424375,-9999,0.2737877083333334,87.8656458333333,-9999,-13.265016666666664,0.0,-9999,-0.8407379166666668,-0.78587,-4.177231249999998,-4.868539583333334,-9999,-9999,0.19529337499999988,1.2714608333333333,0.03638829791666666,1.1240404166666669,-9999,-9999,1.0761691666666666,-6.560060604166668,-0.12772412500000005,-9999,3.1757291666666663,5.8880426041666665,254.13562499999992,244.0470833333333,6.939661041666668,9.312416424375,0.2738125,87.8656458333333,99.53320833333338,-13.265020833333333,0.0,1.1570624999999997,-1.0819754555898513,1.0667215850196712,-19.991902882359124,3.0
20140120,-9999,-9999,-9999,-9999,-9999,2.3734985416666667,4.080467916666667,277.908125,272.70166666666665,2.513996895833331,7.099039918124999,-9999,0.8901677083333333,81.3128125,-9999,-5.530209437499999,0.0,-9999,-0.8372656249999997,-0.7949116666666668,-4.68409375,-5.725127083333334,-9999,-9999,0.30878042916666665,1.8465666666666665,0.02843029791666667,1.915836875,-9999,-9999,1.5377914583333336,-33.96720741666667,3.079359222916666,-9999,2.3735000000000004,4.080467916666667,277.908125,272.70166666666665,2.513996895833331,7.099039918124999,0.8902083333333334,81.3128125,99.57439583333336,-5.530187499999998,0.0,1.3147916666666664,-0.02458273933605638,1.110907127928337,-11.819756800772275,3.0
20140121,-9999,-9999,-9999,-9999,-9999,9.190673437499996,9.203882291666668,271.00854166666664,297.52375,-27.82480377083334,16.31145029083333,-9999,2.534464583333333,61.835562500000016,-9999,1.0823693541666666,0.0,-9999,-0.6924485416666665,-0.6757822916666666,-3.7851812500000013,-4.734658333333335,-9999,-9999,0.6677401875000001,2.317227083333333,0.09000200416666666,2.6478083333333333,-9999,-9999,1.6494895833333338,-53.11966666666666,14.717029166666668,-9999,9.190666666666667,9.203882291666668,271.00854166666664,297.52375,-27.82480377083334,16.31145029083333,2.5344791666666664,61.835562500000016,98.53966666666668,1.082375,0.0,1.7691666666666672,2.7185430413092284,1.119869083047086,-12.755840712665,3.0
20140122,-9999,-9999,-9999,-9999,-9999,4.694924791666666,4.7269700000000014,283.21374999999995,298.82999999999987,-16.138467499999997,10.126459746041668,-9999,0.4370458125,92.83320833333336,-9999,-1.0439664791666667,0.0,-9999,-0.557360625,-0.547446875,-2.3397645833333325,-2.9547687499999995,-9999,-9999,0.4942870000000002,2.17074375,0.05335426458333334,2.4080625000000007,-9999,-9999,1.6764520833333334,-48.69837500000001,8.785730624999998,-9999,4.694895833333335,4.7269700000000014,283.21374999999995,298.82999999999987,-16.138467499999997,10.126459746041668,0.4370833333333333,92.83320833333336,98.89772916666664,-1.0440208333333334,0.0,1.4618125,-0.4298413576382201,1.11814830758954,-8.521573258932635,3.0
20140123,-9999,-9999,-9999,-9999,-9999,11.729100854166663,9.276123541666667,292.32395833333345,302.175,-7.551748541666668,19.655409676875,-9999,0.0744782,99.06534285714287,-9999,-0.8725787499999998,0.0,-9999,-0.3502245833333333,-0.3943685416666666,-0.3698877083333336,0.4318083333333333,-9999,-9999,0.6229760624999999,2.1818062500000006,0.10988104229166668,2.4273229166666668,-9999,-9999,1.5588327083333338,-46.00183333333334,9.182938124999996,-9999,11.729104166666666,9.276123541666667,292.32395833333345,302.175,-7.551748541666668,19.655409676875,0.23674999999999996,96.50997916666668,98.78202083333338,-0.8726249999999999,0.0,1.255125,-0.5892060281713207,1.0904085554401195,-6.519459077900847,3.0
20140124,-9999,-9999,-9999,-9999,-9999,12.118031270833335,11.482730208333335,287.08416666666665,306.7575,-19.764243125000004,22.43423020416667,-9999,1.2370435897435896,86.34105128205125,-9999,2.091596112500001,0.0,-9999,-0.07916342083333335,-0.1557213958333333,2.22558125,3.1400725000000005,5.630061538461537,-9999,0.8114543750000002,2.3784083333333323,0.114056216875,2.7620416666666663,-9999,-9999,1.5669608333333338,-42.64733333333333,11.67418666666667,-9999,12.118020833333333,11.482730208333335,287.08416666666665,306.7575,-19.764243125000004,22.43423020416667,1.132208333333333,86.86714583333332,99.3741875,2.091541666666666,0.0,2.0814791666666665,0.8384964144610674,1.0991839054482753,-16.79968706255909,3.0
20140125,-9999,-9999,-9999,-9999,-9999,16.684548723404255,12.847408062500005,273.7933333333333,290.081875,-13.523012520833333,24.267483934791674,-9999,0.7562658974358973,89.40741025641027,-9999,-2.0201639583333333,0.0,-9999,-0.05676263958333332,-0.09640340625000003,2.2264479166666664,3.6766833333333335,5.915307692307692,6.1346,0.6916963104166668,2.098977083333333,0.1484476875,2.299829166666666,-9999,-9999,1.4072839583333332,-23.91836490208333,1.775901375000001,-9999,16.33695833333333,12.847408062500005,273.7933333333333,290.081875,-13.523012520833333,24.267483934791674,0.7415625000000001,90.10729166666664,100.37252083333334,-2.0202291666666667,0.0,1.0875833333333336,0.20813635685540155,1.0954970900748624,-15.613389260462416,3.0
20140126,-9999,-9999,-9999,-9999,-9999,10.02822108695652,8.426439916666668,274.3404166666666,297.74520833333344,-23.139514583333334,18.514293064791673,-9999,1.5224259545454544,81.20170454545456,-9999,1.091566875,0.0,-9999,-0.03152036791666669,-0.058352529166666674,3.855189583333333,3.1160395833333343,6.006118181818182,6.176375,0.8206112499999998,2.3121604166666674,0.09918692083333336,2.64948125,-9999,-9999,1.4915487500000004,-7.817377708333338,0.8527066666666668,-9999,9.610375,8.426439916666668,274.3404166666666,297.74520833333344,-23.139514583333334,18.514293064791673,1.4519583333333337,82.204875,99.99395833333334,1.0915625,0.0,1.0852916666666668,1.3474139794317377,1.1064827946801223,-6.730983393914831,3.0
20140127,-9999,-9999,-9999,-9999,-9999,14.24677820638298,12.971164937499998,253.99125,290.61375,-36.84250416666667,25.24377084166667,-9999,1.2950880434782608,80.83102173913043,-9999,-0.9415416041666668,0.0,-9999,-0.04520072479166667,-0.06836483333333332,3.137960416666667,2.5008520833333336,6.051709999999999,-9999,0.6305430875,2.1741854166666665,0.12918987212500002,2.421337500000001,-9999,-9999,1.5436479166666663,-12.975605000000005,0.5124145416666668,-9999,13.949958333333335,12.971164937499998,253.99125,290.61375,-36.84250416666667,25.24377084166667,1.2693541666666666,81.36447916666667,99.74933333333333,-0.9415416666666664,0.0,1.2813333333333334,0.9188128750630146,1.1014886796162742,-9.253644897348094,3.0
20140128,-9999,-9999,-9999,-9999,-9999,16.511268437500004,14.516668479166665,251.6072916666666,272.42083333333335,-19.280689583333327,29.165856170624995,-9999,0.6185782375000001,87.10264583333333,-9999,-5.562399312500002,0.0,-9999,-0.061860981458333325,-0.09236818750000003,2.457297916666667,1.588235833333334,6.0509249999999986,-9999,0.20432060416666664,1.8470999999999995,0.14661814541666665,1.9065416666666664,-9999,-9999,1.6427756250000003,-31.585189583333346,0.2776409166666667,-9999,16.51125,14.516668479166665,251.6072916666666,272.42083333333335,-19.280689583333327,29.165856170624995,0.6186458333333332,87.10264583333333,99.76945833333336,-5.5623749999999985,0.0,0.6992291666666666,-0.2470117403179535,1.1051628344950322,-6.432137396691829,3.0
20140129,-9999,-9999,-9999,-9999,-9999,26.7059,20.050137979166667,218.799375,247.57062500000004,-23.01595208333333,32.814028743749994,-9999,0.22601827083333334,90.4556875,-9999,-13.0257125,0.0,-9999,-0.1305802166666667,-0.15901870833333334,1.979470833333333,-1.4164745833333334,5.975275,-9999,0.09601812499999994,1.2885820833333337,0.20506025,1.1459639583333332,-9999,-9999,1.1925572916666665,-13.302569583333328,0.04568849999999991,-9999,26.70589583333333,20.050137979166667,218.799375,247.57062500000004,-23.01595208333333,32.814028743749994,0.22606249999999994,90.4556875,100.29618749999996,-13.025708333333334,0.0,0.6419583333333331,-1.110045814041699,1.0587601651617349,-22.51753318191021,3.0
20140130,-9999,-9999,-9999,-9999,-9999,44.359967499999996,20.071363125000005,220.4228125,226.79625,6.44390625,44.09891924062499,-9999,0.19582479166666655,84.4018125,100.9741176470588,-19.819541666666673,0.0,-9999,-0.34252895833333336,-0.4019522916666667,-1.5947000000000002,-9.694941666666663,-9999,-9999,-0.6606355416666666,0.7822502083333336,0.2317529625,0.5532325,114.44717826086956,0.4499400000000001,1.442878333333333,-6.891677291666667,-0.19384029166666672,-9999,31.907291666666666,20.071363125000005,218.0813125,226.79625,1.1555479166666671,32.90388157708333,0.19591666666666674,84.4018125,100.75681249999997,-19.819541666666673,0.0,0.4432708333333333,-1.267544961157647,1.08745446546081,-24.576714370133377,3.0
20140131,-9999,-12.252225,-3.6375,-9999,0.07228,35.828,20.863355625000008,214.17200000000003,222.40770833333335,-15.76138,45.606318,-9999,0.2009991666666667,82.3206041666667,101.19375,-21.102875,0.0,-9999,-0.72646125,-0.7514527083333334,-13.137327083333332,-14.126937500000004,-9999,-9999,-0.5855329791666667,0.6950866666666666,0.172885875,0.47686125,175.07610416666665,0.4756789583333334,1.2806068750000004,-8.139575833333334,-0.4016322291666666,-9999,20.175041666666665,20.863355625000008,210.9365,222.40770833333335,-6.64405,26.82473958333333,0.20102083333333332,82.3206041666667,101.19375,-21.102875,0.0,0.4757083333333332,-1.5212304631209494,1.0940506790396385,-25.618927468296622,3.0
20140201,-9999,2.489821,2.417038571428572,-9999,0.051302500000000015,16.990905666666666,8.151530166666666,262.11875000000003,251.4206250000001,-0.6281479166666668,39.42898205,-9999,0.2418233333333333,87.6211875,101.73083333333334,-14.718010416666665,0.0,-9999,-1.0194368749999994,-0.9960429166666668,-12.518354166666667,-11.953702083333333,-9999,-9999,0.1461056333333334,1.1624687500000002,0.10529847479166664,0.981913541666667,121.33972499999996,0.513066875,1.0163616666666668,-0.67247375,0.9902946458333334,-9999,10.3221875,8.151530166666666,239.36366666666663,251.4206250000001,-8.909328125,21.214872275,0.24185416666666665,87.6211875,101.73083333333334,-14.718020833333332,0.0,0.5131250000000002,0.2951687776419035,1.0859364546425796,-23.576455846900767,3.0
20140202,-9999,1.1381953125,0.6277914705882357,-9999,0.04413333333333333,12.239830688888887,9.904607933333333,250.98288888888888,258.87291666666675,-7.981121555555557,26.40578230444445,-9999,0.2989775458333333,88.3795625,102.11526315789476,-11.962202083333331,0.0,-9999,-0.9060708333333332,-0.9216012499999996,-7.870383333333333,-7.493422916666666,-9999,-9999,0.06912174999999998,1.370265625,0.11682302875000003,1.2397525000000005,138.53522916666662,0.4599025,1.3011402083333332,-3.286918125,0.23856804166666695,-9999,11.474833333333333,9.904607933333333,249.34622916666672,258.87291666666675,-8.631988958333334,24.83287507708334,0.2989583333333334,88.3795625,102.11158333333334,-11.962208333333333,0.0,0.4598749999999999,0.057036543166863976,1.0919365753991566,-21.06996092822424,3.0
20140203,1.2748755555555558,-40.55439285714285,-0.9112185714285717,-9999,0.1523585714285714,27.42661363636364,23.62841235416666,210.74886363636367,254.96125,-43.8719090909091,47.27386132954546,-9999,1.0216466666666666,71.17066666666669,101.98636363636366,-8.975089583333334,0.0,-9999,-0.9709454166666668,-0.9305952083333334,-8.3974,-8.91451875,-9999,-9999,0.3756413958333333,1.594459791666667,0.20446883333333327,1.5842122916666663,222.54027083333335,2.20134375,1.2188091666666667,-31.120249999999995,-0.846492083333333,-9999,25.141041666666666,23.62841235416666,213.60139583333333,254.96125,-41.56527916666668,43.59566246875,1.0217083333333334,71.17066666666669,102.01166666666666,-8.975104166666668,0.0,2.2014375000000004,-0.9329593813716948,1.2387140926013218,-29.103014791545373,3.0
20140204,1.4715440624999998,-38.23809704545454,1.2713881395348834,-9999,0.1333175,26.052776808510643,24.02455604166667,208.36375,249.2302083333334,-40.82829166666667,46.02171268958333,-9999,1.4743454166666667,56.893979166666654,102.32458333333336,-8.881266666666667,0.0,-9999,-1.091958125,-1.0136060416666666,-9.263535416666667,-9.001410416666667,-9999,-9999,0.19444572916666664,1.5860362499999996,0.2616937083333333,1.8818704166666669,216.1739375,1.957876875,1.3915956250000006,-36.44413062499999,1.0636785416666668,-9999,25.51,24.02455604166667,208.36375,249.2302083333334,-40.82829166666667,46.02171268958333,1.4743125,56.893979166666654,102.32458333333336,-8.881291666666666,0.0,1.957833333333334,1.1690217079054153,1.385812268961302,-27.89426861039104,3.0
20140205,1.1628669230769229,-11.549514333333331,1.354185925925926,-9999,0.0919641176470588,10.640055434782608,8.596009520833332,244.73152173913041,254.09645833333332,-7.516354999999997,21.664487302173914,-9999,0.4347462916666665,81.23520833333333,102.59000000000003,-13.075810416666664,0.0,-9999,-1.1851229166666666,-1.0804670833333334,-9.260558333333334,-8.918658333333337,-9999,-9999,-0.03311144999999999,1.2043770833333338,0.2570454166666667,1.7443464583333332,232.13949791666676,1.001365208333333,1.237473958333334,-11.936458958333333,0.5619436041666667,-9999,10.333791666666665,8.596009520833332,245.3716875,254.09645833333332,-7.477379791666665,20.867366997916672,0.4347708333333333,81.23520833333333,102.48470833333334,-13.075812499999998,0.0,1.0013749999999997,0.3249840338366899,1.1602023966771149,-23.650370057404512,3.0
20140206,-9999,-9999,-9999,-9999,-9999,7.557042063043477,9.587924927083332,273.4822916666666,266.85270833333334,3.191459791666667,14.323198947500002,-9999,0.354986875,88.65168749999998,-9999,-8.94062916666667,0.0,-9999,-1.0663437499999997,-1.0126389583333335,-7.077654166666667,-6.815354166666666,-9999,-9999,-0.315829125,1.38820625,0.2627951083333333,2.5766062500000007,175.24497083333335,1.6737529166666665,1.7040374999999994,-26.2928125,-0.20523937500000008,-9999,7.242166666666668,9.587924927083332,273.4822916666666,266.85270833333334,3.191459791666667,14.323198947500002,0.35504166666666664,88.65168749999998,101.0372083333333,-8.940625,0.0,1.6737708333333332,-0.8394078364270583,1.1438600114631845,-24.115629420344483,3.0
