TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,P,D_SNOW,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,G,WTD,SWC_1,SWC_2,SWC_3,SWC_4,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,PPFD_IN_F,PPFD_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,D_SNOW_F,G_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20130101,-9999,-9999,-9999,-9999,-9999,0.20356521739130432,-9999,-9999,-9999,6.3367826086956525,-9999,0.10586222707553902,98.47608695652173,-9999,1.665673913043478,16.83,-9999,0.10577173913043478,0.5023260869565217,-9999,-9999,-9999,-9999,-9999,-0.01701282608695652,-9999,-9999,-9999,-9999,0.10414763829787234,0.3784546638297873,0.01224191489361702,1.0000559574468086,-9999,-9999,0.27430723404255325,-3.1964255319148926,-1.1390246808510636,6.959791489361702,0.19923404255319144,-9999,331.14376595744665,-9999,6.327008510638298,-9999,0.10823404255319148,98.39378723404256,96.9902978723404,1.5621702127659574,17.055,-9999,-9999,-0.017440021276595743,3.425042553191489,-2.904641174363746,0.2634416438150036,8.415490110363905,1.0
20130102,-9999,-9999,-9999,-9999,-9999,0.3054166666666667,-9999,-9999,-9999,7.747270833333333,-9999,0.2469884924621012,96.01250000000003,-9999,0.15545833333333328,0.5940000000000001,-9999,0.1338645833333333,0.5093645833333332,-9999,-9999,-9999,-9999,-9999,-0.032838541666666665,-9999,-9999,-9999,-9999,0.10045145833333334,0.35904750625000004,0.007725416666666666,0.9277210416666668,-9999,-9999,0.25859770833333345,-3.602293749999998,-1.2104666666666668,6.205581250000002,0.3054166666666667,-9999,321.02956250000005,-9999,7.747270833333333,-9999,0.2469166666666666,96.01250000000003,97.6600625,0.15545833333333328,0.5940000000000001,-9999,-9999,-0.032838541666666665,2.202791666666666,-2.049740373498296,0.2536100864894976,8.299643933470652,1.0
20130103,-9999,-9999,-9999,-9999,-9999,0.19525,-9999,-9999,-9999,10.125541666666663,-9999,0.28183071172835994,94.83750000000002,-9999,-1.2891041666666665,0.0,-9999,0.14439583333333333,0.51840625,-9999,-9999,-9999,-9999,-9999,-0.034354374999999986,-9999,-9999,-9999,-9999,0.0778316875,0.3389443937499999,0.011228625,0.8549508333333335,-9999,-9999,0.2611137500000003,-3.3987791666666682,-0.9889864583333328,6.503297916666668,0.19525,-9999,312.2107291666666,-9999,10.125541666666663,-9999,0.28160416666666666,94.83750000000002,97.96672916666664,-1.2891041666666665,0.0,-9999,-9999,-0.034354374999999986,1.5767083333333336,-1.2844953423219498,0.248413429292785,7.898798817748553,1.0
20130104,-9999,-9999,-9999,-9999,-9999,3.511895833333333,-9999,-9999,-9999,11.005624999999995,-9999,0.12898434120080374,97.57916666666668,-9999,-1.1385625000000006,0.0,-9999,0.14246875000000006,0.5178958333333332,-9999,-9999,-9999,-9999,-9999,-0.036828125,-9999,-9999,-9999,-9999,0.0846969375,0.34103375,0.04735958333333334,0.8626174999999998,-9999,-9999,0.2563379166666667,-3.5309958333333338,-0.8804964583333333,6.4750854166666665,3.511895833333333,-9999,319.5406249999998,-9999,11.005624999999995,-9999,0.12889583333333335,97.57916666666668,98.2494375,-1.1385625000000006,0.0,-9999,-9999,-0.036828125,1.966666666666666,-1.6903675047713638,0.2459551912049336,7.819964567979857,1.0
20130105,0.26801136363636363,-3.647315000000001,-1.2519414634146342,7.887854347826088,0.21870851063829788,6.449375,-9999,-9999,-9999,15.475541666666665,-9999,0.2775007149232787,93.63541666666664,-9999,-4.890916666666667,0.0,-9999,0.13443750000000002,0.5075208333333335,-9999,-9999,-9999,-9999,-9999,-0.038632499999999986,-9999,-9999,-9999,-9999,0.021540054166666663,0.28846005625,0.058378125,0.680623125,306.1536106382979,1.7298148936170212,0.2669204166666666,-3.605179166666668,-1.065451625,7.868822916666668,6.449375,-9999,273.6673333333334,-9999,15.475541666666665,-9999,0.27712499999999995,93.63541666666664,99.77331250000007,-4.890916666666667,0.0,-9999,-9999,-0.038632499999999986,1.7640416666666667,-1.0880198071991034,0.26546064730246705,7.873699998816737,1.0
20130106,0.2623264705882353,-5.323620588235293,-2.0775909090909086,8.043588235294116,0.13481162790697673,1.6808333333333334,-9999,-9999,-9999,9.430125,-9999,0.22358730360972687,93.08541666666667,-9999,-8.235750000000001,0.0,-9999,0.11626041666666667,0.4967291666666666,-9999,-9999,-9999,-9999,-9999,-0.041886249999999986,-9999,-9999,-9999,-9999,-0.007026732104166665,0.2415229916666666,0.03130791666666667,0.5299718750000001,156.92362708333332,1.0456395833333334,0.2485502083333333,-4.226457499999999,-1.4561885062500002,7.578618749999999,1.6808333333333334,-9999,267.6390416666666,-9999,9.430125,-9999,0.22295833333333331,93.08541666666667,100.21241666666664,-8.235750000000001,0.0,-9999,-9999,-0.041886249999999986,1.04575,-1.6017155768677125,0.24837950050523816,8.068801899431085,1.0
20130107,0.2767200000000001,-0.4441999999999999,0.01346176470588238,6.853358333333333,0.10518125,3.124166666666667,-9999,-9999,-9999,9.512375,-9999,0.2570245426643852,91.45416666666668,-9999,-9.005625,0.0,-9999,0.07603125,0.4875416666666666,-9999,-9999,-9999,-9999,-9999,-0.045078125,-9999,-9999,-9999,-9999,-0.03496645000000001,0.22171387500000006,0.03299604166666666,0.4986170833333334,174.28083333333336,1.7226687499999995,0.2566804166666667,-0.9927227083333336,-0.006374416666666678,6.627860416666665,3.124166666666667,-9999,282.9671250000001,-9999,9.512375,-9999,0.2561875,91.45416666666668,100.36329166666664,-9.005625,0.0,-9999,-9999,-0.045078125,1.7226666666666663,-0.031889051214616805,0.26014462934324445,7.063255984712718,1.0
20130108,0.3078266666666666,-3.2538099999999996,-1.4721099999999998,6.927948387096773,0.15347419354838712,0.0,-9999,-9999,-9999,5.671500000000003,-9999,0.09586331677018836,98.175,-9999,-1.7614375000000004,0.0,-9999,0.07465625,0.4871666666666665,-9999,-9999,-9999,-9999,-9999,-0.048823958333333334,-9999,-9999,-9999,-9999,0.009862245833333337,0.29930046875,0.0,0.8319049999999999,175.6393548387097,2.42081935483871,0.2894383333333334,-3.2097333333333347,-1.1548572916666664,6.876712500000001,0.0,-9999,317.6408749999999,-9999,5.671500000000003,-9999,0.09583333333333333,98.175,99.44822916666664,-1.7614375000000004,0.0,-9999,-9999,-0.048823958333333334,2.4914375000000004,-1.4358006321769272,0.2823759055860481,7.067307716132156,1.0
20130109,0.21956315789473688,-2.9037846153846147,-0.4340351351351353,5.924949999999999,0.18071777777777773,3.1015769230769226,-9999,-9999,-9999,6.9577307692307695,-9999,0.14986543359843818,97.29230769230769,-9999,-1.234615384615385,0.0,-9999,0.0781153846153846,0.4689615384615384,-9999,-9999,-9999,-9999,-9999,-0.05223115384615384,-9999,-9999,-9999,-9999,0.051327206250000014,0.2759450875000001,0.06022645833333335,0.8049485416666666,265.40177777777774,2.590102222222222,0.22461791666666672,-3.136470833333333,-0.4108410416666669,6.0179687500000005,3.7159166666666663,-9999,298.31014583333337,-9999,8.480420833333334,-9999,0.18043749999999995,96.28470833333333,98.648875,-2.309833333333333,0.13699999999999998,-9999,-9999,-0.04697520833333333,2.5657708333333336,-0.5346053963610897,0.22051235177554607,6.055801967752108,1.0
20130110,0.24222812500000004,-4.269117499999998,1.6961451612903224,8.309478048780488,0.2119847826086957,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.01069095,0.22633561875000005,0.07485458333333334,0.6457110416666667,70.6378375,2.8884666666666674,0.23702645833333325,-4.124160416666666,1.165318958333333,8.136129166666667,2.9030208333333327,-9999,289.59479166666665,-9999,3.7680395833333336,-9999,0.4281666666666666,94.47958333333334,98.74891666666667,-5.634291666666669,0.5760000000000003,-9999,-9999,-0.041653125000000006,2.888479166666667,1.027520516009339,0.2355945278494441,8.234832194428536,1.0
20130111,0.16890000000000002,-3.2272974999999997,1.2515380952380948,7.209491304347824,0.2208041666666666,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.010908625000000016,0.1926777333333333,0.08169179166666668,0.5466345833333334,47.22377083333333,3.705174999999999,0.1817693750000001,-3.0360656250000013,1.1501604166666664,7.192114583333333,4.9201041666666665,-9999,264.90562500000016,-9999,15.594135416666667,-9999,0.33824999999999994,92.85639583333335,99.71027083333333,-7.856291666666665,0.3030000000000001,-9999,-9999,-0.04262016666666665,3.7051666666666674,1.087595488353346,0.1812017800059972,7.209302640958918,1.0
20130112,0.14515263157894734,-0.930870588235294,-0.8109166666666666,4.9008789473684224,0.09823478260869567,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.03164799375,0.13287471041666668,0.085033125,0.3444566666666667,197.2681388888889,1.202783333333333,0.16452229166666668,-1.3104375,-0.4528868958333335,5.353922916666666,5.381125000000001,-9999,250.40283333333312,-9999,9.708583854166667,-9999,0.04356250000000001,89.88137500000003,100.139,-12.856770833333329,0.18000000000000005,-9999,-9999,-0.04377014583333333,1.288375,-0.5801277307096583,0.18576045974328256,6.529860912507463,1.0
20130113,0.168424,-1.4671866666666666,0.654015,3.7301461538461536,0.18764615384615385,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.015376967410416666,0.16846913333333335,0.08520208333333333,0.4941922916666668,265.11191489361704,2.3160574468085104,0.18384645833333327,-2.593910833333334,0.40001427083333335,4.869187499999998,4.1903958333333335,-9999,277.3637083333332,-9999,14.91508125,-9999,0.0596875,91.74641666666665,100.0448541666667,-9.084541666666668,0.3150000000000001,-9999,-9999,-0.0442394375,2.2990416666666667,-0.1596281300533966,0.18862433763657327,5.351602258486548,1.0
20130114,0.13266097560975612,-4.1457041666666665,0.7841644444444444,5.120852083333335,0.19188541666666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.055131093625,0.19807405624999988,0.09130937499999997,0.6111722916666665,241.35770833333325,4.0778750000000015,0.14294291666666667,-4.1457041666666665,0.7687145833333333,5.120852083333335,6.702770833333332,-9999,275.7450833333334,-9999,13.418847083333333,-9999,0.12331250000000005,94.24437500000003,99.76191666666669,-6.3823541666666666,0.4320000000000003,-9999,-9999,-0.04592462499999999,4.0778750000000015,0.6829686381594681,0.14364263341576705,5.120852083333335,1.0
20130115,0.2411888888888889,-1.2861846153846153,-0.07456499999999999,6.165762962962964,0.09968205128205128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.025145563541666662,0.1908050375,0.08901583333333334,0.5712716666666666,128.54813958333332,1.5713062499999997,0.2159500000000001,-3.607000000000003,-0.08222196041666664,6.2226833333333325,5.2476666666666665,-9999,283.2756666666669,-9999,17.746960416666663,-9999,0.06722916666666669,93.22831250000002,99.68637499999998,-7.2719999999999985,0.3270000000000001,-9999,-9999,-0.037969270833333325,1.5713125,-0.5906689084992434,0.2310302472311081,6.869490984428986,1.0
20130116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0036811025,0.17602138125000005,0.08648645833333335,0.5029162500000001,71.601,2.3043,0.17234020833333333,-7.799885416666667,-0.8702202083333334,5.814139583333334,3.215395833333333,-9999,277.83120833333345,-9999,9.8642375,-9999,0.18695833333333334,92.30310416666669,99.74922916666668,-8.8635,0.7110000000000003,-9999,-9999,-0.040611687500000014,2.2351666666666663,-0.4032592940783554,0.20951900585663685,7.399317434223832,1.0
20130117,0.18098888888888887,-3.622608,-0.5243,5.678285714285713,0.09711249999999998,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.059451239166666676,0.12131721875,0.094679375,0.29458541666666666,55.911628571428565,1.2806771428571426,0.18076875000000006,-4.919102083333334,-0.5629410416666667,5.669279166666667,7.519312500000002,-9999,232.48302083333337,-9999,20.400886708333346,-9999,0.044708333333333336,86.77912500000002,100.40335416666666,-14.298083333333334,0.024,-9999,-9999,-0.0287249375,1.2272708333333335,-0.5470391412427218,0.19398153928632852,6.379507255925926,1.0
20130118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.13256166666666666,0.044540089583333324,0.09724041666666668,0.0745412291666667,-9999,-9999,0.17710250000000002,-8.746616666666666,-0.9732077083333334,5.3217833333333315,9.6734375,-9999,191.03037499999994,-9999,19.795847997916667,-9999,0.043166666666666666,74.42866666666664,100.14885416666668,-23.28445833333333,0.0,-9999,-9999,-0.022911229166666654,1.0159166666666666,-0.23261240989809304,0.2058348809836391,7.69016796800414,1.0
20130119,0.11459375,-5.085072222222221,-0.33150857142857143,4.662994594594593,0.21385609756097548,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.016371920833333338,0.15348549791666666,0.09042270833333334,0.4280452083333333,243.096976744186,3.9413093023255814,0.13711354166666664,-6.4916437500000015,-0.4919693749999998,4.864474999999999,5.500145833333333,-9999,269.1225833333333,-9999,14.272234125000004,-9999,0.11247916666666667,89.32181250000002,98.75891666666666,-11.122541666666667,2.031,-9999,-9999,-0.030355875000000008,3.7672083333333326,-0.3743226900542039,0.14710274389410652,5.303527084849402,1.0
20130120,0.2836230769230769,-9.830352631578947,-2.0341368421052635,5.8902475,0.20306222222222226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.043325639583333325,0.1798065854166667,0.0988575,0.5242216666666665,232.52242291666676,1.3213166666666667,0.22313312500000004,-9.432416666666667,-1.7668835416666668,5.714874999999998,14.558104166666665,-9999,238.4080416666668,-9999,22.76044166666665,-9999,0.2948333333333333,91.60658333333328,98.68045833333332,-8.3671875,0.054000000000000006,-9999,-9999,-0.035055583333333334,1.3213333333333337,-1.6769715344102485,0.24489815847875995,6.197800227190004,1.0
20130121,0.1625236842105263,-8.870707317073173,-1.224086111111111,6.204884090909092,0.15171395348837208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.008759723749999997,0.15042226875,0.09882166666666664,0.4122883333333333,207.36368958333324,1.9109874999999996,0.15918208333333336,-8.532877083333334,-1.2336004166666663,6.102825,11.012,-9999,237.282125,-9999,28.502106270833334,-9999,0.22243750000000004,90.54539583333332,99.33010416666666,-11.088750000000005,0.0,-9999,-9999,-0.023415541666666668,1.9110624999999992,-0.8997038411148228,0.17113868318384085,6.321741979851755,1.0
20130122,0.1045735294117647,-22.27951944444445,-5.031983333333334,4.377038888888889,0.1040340425531915,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04082986666666665,0.1593964208333333,0.10218397916666666,0.5082795833333335,249.96416666666667,2.701020833333333,0.11856666666666665,-19.397639583333333,-4.2584375,4.561733333333335,14.935479166666665,-9999,233.43029166666656,-9999,41.242322916666666,-9999,0.2009791666666666,90.8116875,98.81581249999998,-8.721729166666664,0.0,-9999,-9999,-0.012093395833333331,2.7010416666666672,-3.8954775120761287,0.13513970153388202,5.1006409776481565,1.0
20130123,0.11956,-6.7554823529411765,-0.6685111111111112,3.840725,0.10149354838709676,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0101164375,0.12506417916666668,0.10331666666666664,0.4404839583333333,238.60084565217392,1.5295978260869565,0.13518125,-8.306539583333334,-1.1846504166666667,4.489739583333335,13.679854166666667,-9999,227.331375,-9999,31.29131458333333,-9999,0.09160416666666668,92.8566875,98.67479166666668,-10.371999999999998,0.096,-9999,-9999,-0.011059666666666664,1.5307708333333334,-0.5294390265894996,0.1765469755576469,5.9760340004525725,1.0
20130124,0.12890689655172413,-8.635917241379314,-0.7379310344827585,3.5935031250000007,0.1268318181818182,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0334776875,0.09848767708333334,0.10560812499999997,0.3997427083333332,272.0641666666668,1.7066312500000005,0.1319654166666667,-7.849702083333335,-0.8099406250000002,3.9734166666666666,15.653729166666665,-9999,222.6616875,-9999,32.88955833333335,-9999,0.18914583333333346,93.58006250000004,98.81252083333332,-11.39054166666667,0.0,-9999,-9999,-0.011394999999999995,1.7066458333333332,-0.5082609887868749,0.15712110923096476,4.830434670777701,1.0
