TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,P,D_SNOW,TS_1,TS_2,G_1,G_2,SWC_1,SWC_2,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,NETRAD_F,PPFD_IN_F,PPFD_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,D_SNOW_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20140102,0.5525906666666667,-17.829956097560977,0.3593195555555556,-9999,0.12241010416666667,0.07648936170212765,0.5187234042553192,-9999,-9999,-44.26765957446808,1.2644246925531917,1.2761987572340423,0.8353623404255317,65.31893617021278,89.96595744680849,-12.428723404255324,0.0,34.746808510638296,-3.399340425531914,-2.5058297872340427,-9999,-9999,-9999,-9999,0.05195446458333334,0.6860595875,0.005488625,1.1205779166666665,-9999,3.3358297872340423,0.6341047916666668,-18.818483333333333,0.2861691666666667,-9999,0.07489583333333333,0.516173125,192.98041666666663,-43.93895833333334,1.2634991781250002,1.2747404497916666,0.8350625000000004,65.38495833333333,89.97708333333333,-12.412500000000005,0.0,34.748620416666675,3.3425624999999988,0.4127390109883315,0.7566664393383121,-3.7599226820460214,3.0
20140103,0.6056567297297295,-24.72178181818182,4.447852636363637,-9999,0.19677547916666668,0.16708333333333333,0.42729166666666657,-9999,-9999,-27.69991666666668,1.2367823124999997,1.2294145604166666,1.0305929166666667,65.92333333333335,90.86041666666664,-9.373562499999998,0.0,34.87916666666666,-3.6640416666666664,-2.7055000000000007,-9999,-9999,-9999,-9999,0.17844895833333327,0.8119126312500002,0.01216263333333333,1.4125083333333337,-9999,3.9504583333333336,0.6334631041666664,-24.747904166666668,4.262481583333333,-9999,0.16708333333333333,0.42729166666666657,195.03758333333332,-27.69991666666668,1.2367823124999997,1.2294145604166666,1.0313958333333333,65.92333333333335,90.87708333333332,-9.356062499999998,0.0,34.87916666666666,3.895229166666668,4.404811713678089,0.7066097500690787,-4.173452687809808,3.0
20140104,1.1495903076923075,-43.889685714285726,-6.08609323809524,-9999,0.16781393750000007,0.2287916666666667,0.6420208333333333,-9999,-9999,-47.39708333333334,1.496371875,1.5125242729166664,0.8304958333333331,69.35208333333334,91.37916666666663,-10.787499999999996,0.0,34.568750000000016,-3.7857500000000006,-2.7734791666666667,-9999,-9999,-9999,-9999,-0.314379125,0.7568544791666668,0.016573812500000003,1.273638541666667,-9999,3.2792708333333334,1.0712327499999998,-41.45278750000002,-5.295344708333336,-9999,0.2287916666666667,0.6420208333333333,183.34070833333328,-47.39708333333334,1.496371875,1.5125242729166664,0.8377083333333332,69.35208333333334,91.37083333333332,-10.767291666666665,0.0,34.568750000000016,3.373791666666666,-5.115878505753144,1.1365068385642156,-3.7506588976973285,3.0
20140105,0.6360691891891892,-24.219430232558132,5.155366888888887,-9999,0.18537970833333328,0.21608333333333335,0.476125,-9999,-9999,-34.292916666666656,1.3145745229166663,1.2982485895833331,1.033783125,60.73583333333333,90.1416666666667,-10.869375,0.0,34.825,-3.984249999999999,-2.9561458333333337,-9999,-9999,-9999,-9999,0.4770945104166666,1.136265845833333,0.0157384375,1.261408333333333,-9999,4.959666666666667,0.6591691666666667,-24.23692708333333,4.864785624999998,-9999,0.21608333333333335,0.476125,203.25462500000003,-34.292916666666656,1.3145745229166663,1.2982485895833331,1.0264166666666668,60.73583333333333,90.11875000000002,-10.887708333333334,0.0,34.825,4.8702708333333335,4.948981845817532,0.7322622906048705,-4.670129873659972,3.0
20140106,0.6384127199999999,-11.01419285,-0.21414897435897445,-9999,0.1266071875,0.2291875,0.4641458333333333,-9999,-9999,-13.355708333333334,1.434951375,1.4191397624999995,0.5935304166666666,77.91458333333333,89.75625000000002,-10.780416666666666,0.0,34.83958333333334,-4.0047291666666665,-2.993583333333333,-9999,-9999,-9999,-9999,1.1019010416666666,1.7896462520833334,0.01786186666666667,1.2700208333333332,-9999,1.8548125000000009,0.6877384999999999,-13.235556541666671,-0.027172291666666626,-9999,0.2446458333333333,0.4641458333333333,247.41954166666687,-13.355708333333334,1.434951375,1.4191397624999995,0.5833749999999999,77.91458333333333,89.75208333333335,-10.794791666666665,0.0,34.83958333333334,1.893354166666667,0.1638210334689326,0.8408232325922121,-3.4744437755620967,3.0
20140107,0.9353,5.734333333333333,-9999,-9999,0.3797306,0.6404545454545455,0.5931666666666667,-9999,-9999,-0.43552272727272734,1.3646855227272727,1.5266007291666666,0.20493062499999995,83.691875,89.76875000000004,-19.792500000000004,0.0,37.67083333333332,-3.9796041666666664,-3.0130625,-9999,-9999,-9999,-9999,0.2863083979166667,1.2147522979166667,0.04157275416666667,0.5101120833333334,-9999,1.2126458333333334,0.9284460416666668,-10.793656250000014,0.37745320833333335,-9999,0.5716249999999999,0.5931666666666667,214.42952083333333,-3.64625,1.3744492291666668,1.5266007291666666,0.20125,83.691875,89.77083333333337,-20.021875000000005,0.0,37.67083333333332,1.1832291666666668,-0.4457627213350524,1.1985615825954117,-1.3982132116078445,3.0
20140108,1.2227,-24.8745,-9999,-9999,0.217485,0.05975,0.5297708333333335,-9999,-9999,-0.8542500000000004,0.13859000000000002,1.6448333268750002,0.14151179166666664,75.40979166666669,89.38125000000005,-28.439374999999995,0.0,37.266666666666666,-4.1781250000000005,-3.1541458333333336,-9999,-9999,-9999,-9999,-0.3589317916666667,0.4146982229166667,0.0003668333333333334,0.10126700208333338,-9999,0.8267916666666665,0.7736337499999998,-22.754387499999996,0.8367399999999995,-9999,0.004979166666666666,0.5297708333333335,167.07522916666682,-13.136471875000005,2.865607500000001,1.6448333268750002,0.14029166666666668,75.40979166666669,89.37291666666674,-28.61229166666666,0.0,37.266666666666666,0.7938333333333332,-0.7815589645119886,1.3464486412897043,-0.3753155665279606,3.0
20140109,-9999,-9999,-9999,-9999,-9999,-9999,0.4379583333333335,-9999,-9999,-9999,-9999,1.8724611520833332,0.11106093749999996,70.65583333333333,89.44375000000002,-32.848125,0.0,35.340425531914896,-5.0013125,-3.7524999999999986,-9999,-9999,-9999,-9999,-0.6267433333333333,0.13779040208333335,0.0,0.02944759625,-9999,0.07793749999999998,0.7645333333333331,-24.4495875,0.8181729166666666,-9999,0.0,0.4379583333333335,136.9068541666666,-22.44239270833333,2.0742791666666665,1.8724611520833332,0.11120833333333334,70.65583333333333,89.45,-32.83708333333333,0.0,35.33565020833334,0.0813125,-0.85384640294635,1.389472443808294,-0.24746274103606386,3.0
20140110,-9999,-9999,-9999,-9999,-9999,-9999,0.4769999999999999,-9999,-9999,-9999,-9999,1.5798632374999997,0.16328666666666666,78.60687500000003,89.58124999999997,-25.41062499999999,0.0,35.15625000000001,-5.605333333333332,-4.326895833333333,-9999,-9999,-9999,-9999,-0.2528332291666666,0.6061440791666667,0.0,0.1915225,-9999,1.4610208333333337,0.8589772916666668,-17.278970833333332,0.1069116666666666,-9999,0.0,0.4769999999999999,121.5347291666667,-1.3777881250000008,3.1412812499999987,1.5798632374999997,0.16374999999999992,78.60687500000003,89.5770833333333,-25.326666666666654,0.0,35.15625000000001,1.4638958333333336,-0.6332674194692091,1.2961355714628726,-1.4456070779708716,3.0
20140111,-9999,-9999,-9999,-9999,-9999,-9999,0.7088541666666665,-9999,-9999,-9999,-9999,2.221682313333333,0.16191104166666667,77.93416666666668,88.68750000000001,-25.820625000000003,0.0,34.74999999999999,-5.9097708333333365,-4.736395833333333,-9999,-9999,-9999,-9999,-0.29377412499999994,0.5287181666666668,0.0,0.1809076666666667,-9999,0.8564166666666667,0.8224916666666667,-16.018079166666652,1.437844375,-9999,0.0,0.7088541666666665,122.37360416666661,-1.7578291666666672,3.7837708333333313,2.221682313333333,0.1620208333333333,77.93416666666668,88.66458333333338,-25.818541666666665,0.0,34.74999999999999,0.8685208333333333,-0.663575779737906,1.2847126424288842,1.3744564385432134,3.0
20140112,-9999,-9999,-9999,-9999,-9999,-9999,0.7159583333333335,-9999,-9999,-9999,-9999,2.225019604166667,0.1423120833333334,75.32020833333331,88.27291666666666,-28.42645833333335,0.0,34.50833333333332,-6.261020833333332,-5.1826875,-9999,-9999,-9999,-9999,-0.38412379166666666,0.2955963062500001,0.0,0.08783847916666666,-9999,0.9502708333333332,0.6797197916666667,-15.324645833333328,1.1957374374999998,-9999,0.0,0.7159583333333335,121.73260416666672,-3.5761333333333325,4.2701458333333315,2.225019604166667,0.14195833333333335,75.32020833333331,88.27291666666662,-28.47895833333335,0.0,34.50833333333332,0.9356666666666666,-0.7768875627077353,1.321356694671759,2.020657248884155,3.0
