TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,VPD,RH,PA,TA,P,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,TS_8,WTD,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20180111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9438149660416664,0.6744432916666668,-9999,-9999,-9999,-9999,-9999,-9999,103.81554166666668,316.30599999999987,-9999,-9999,2.1180833333333347,-9999,102.5218333333333,13.0566875,0.12600000000000006,-9999,2.6197083333333326,-19.691111080699564,-0.3912508624207009,1.166239785169856,3.0
20180112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.05730234125,0.6558668333333334,-9999,-9999,-9999,-9999,-9999,-9999,125.8265625,291.13756250000006,-9999,-9999,2.1561041666666667,-9999,102.59166666666668,12.615020833333332,0.08,-9999,3.4240416666666667,-16.65698461422781,-0.5098313318626898,0.9255951144660406,3.0
20180113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1238004939583337,0.6630327499999998,-9999,-9999,-9999,-9999,-9999,-9999,138.1344791666667,272.21318750000006,-9999,-9999,2.661958333333334,-9999,102.19947916666666,12.732145833333336,0.0,-9999,2.904395833333333,-10.870378134960896,-0.5031853757983634,0.6326563852806816,3.0
20180114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0400662116666666,0.7101661041666668,-9999,-9999,-9999,-9999,-9999,-9999,122.6886875,300.1867500000002,-9999,-9999,3.161479166666668,-9999,101.97102083333334,13.802083333333336,0.0,-9999,3.2681041666666677,-4.375026933353508,-0.3859440628178757,0.5006956203556622,3.0
20180115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.049104657291667,0.6859525416666666,-9999,-9999,-9999,-9999,-9999,-9999,125.08827083333334,301.4909375,-9999,-9999,2.641416666666668,-9999,101.9098541666666,13.291895833333326,0.179,-9999,2.9253958333333334,-8.284502433871902,-0.4712901349107394,0.6066239565354948,3.0
20180116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7959242527083336,0.6956255000000001,-9999,-9999,-9999,-9999,-9999,-9999,82.2197291666667,335.0540000000001,-9999,-9999,2.0814583333333334,-9999,102.20691666666666,13.53160416666667,0.557,-9999,1.8854166666666667,-15.821288639760175,-0.3109669875765537,1.2500594086247965,3.0
20180117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.8992942716666668,0.68953725,-9999,-9999,-9999,-9999,-9999,-9999,96.8336875,322.6580625,-9999,-9999,2.0970833333333334,-9999,102.23822916666668,13.393729166666665,0.11100000000000004,-9999,1.6419999999999997,-13.471525735308376,-0.36007903144294184,1.109857715368302,3.0
20180118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5767760708333335,0.6748061249999999,-9999,-9999,-9999,-9999,-9999,-9999,51.606666666666676,344.94962499999986,-9999,-9999,1.9147083333333328,-9999,101.90391666666666,13.06495833333333,3.1500000000000004,-9999,2.867395833333333,-21.355345475016847,-0.31147050126388304,0.8888705345973841,3.0
20180119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9924183118749998,0.6355120833333333,-9999,-9999,-9999,-9999,-9999,-9999,111.56285416666668,291.6426874999998,-9999,-9999,2.2585208333333338,-9999,101.85193750000003,12.166666666666664,1.0469999999999993,-9999,4.3156875,-13.377671100213625,-0.4761197189040917,0.027590955575169617,3.0
20180120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1899064504166668,0.6149726875,-9999,-9999,-9999,-9999,-9999,-9999,150.60675,252.18687499999984,-9999,-9999,2.5152916666666663,-9999,102.0340625,11.671208333333334,0.002,-9999,5.1476250000000014,-7.498787439926202,-0.649291857616695,-0.33826795091945155,3.0
20180121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0518571672916668,0.6173418333333333,-9999,-9999,-9999,-9999,-9999,-9999,125.87010416666664,279.9990625000001,-9999,-9999,2.4841666666666677,-9999,102.64475,11.710166666666668,0.708,-9999,2.1786041666666667,-10.095816651655776,-0.545036644392406,0.9667409503520852,3.0
20180122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4478389285416667,0.6406403333333334,-9999,-9999,-9999,-9999,-9999,-9999,37.66308333333333,332.7863125000002,-9999,-9999,1.9626041666666671,-9999,102.6029375,12.285833333333331,7.423999999999999,-9999,2.841541666666666,-22.209810430420198,-0.2823875990416667,2.1822008597322533,3.0
20180123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1279015758333333,0.6513166458333336,-9999,-9999,-9999,-9999,-9999,-9999,137.30787500000002,295.8750625,-9999,-9999,2.1992708333333337,-9999,102.33364583333332,12.51475,0.16600000000000004,-9999,1.2336875000000005,-4.288047173788153,-0.5997148642037896,1.1903419820623415,3.0
20180124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9473749733333332,0.6380829375,-9999,-9999,-9999,-9999,-9999,-9999,105.29322916666666,299.8379375,-9999,-9999,2.2101875,-9999,101.77558333333332,12.192104166666667,9.765,-9999,3.8423125000000007,-9.640784463552672,-0.43817727212512136,0.13124792310891725,3.0
20180125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.02225934125,0.6220336875,-9999,-9999,-9999,-9999,-9999,-9999,115.27058333333336,283.509,-9999,-9999,2.1591875,-9999,101.914125,11.848187499999995,5.158999999999999,-9999,2.7811874999999997,-9.583378417307935,-0.5181070522314482,0.6366135908338911,3.0
20180126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.138931379375,0.6061673125,-9999,-9999,-9999,-9999,-9999,-9999,137.88500000000002,265.0313125,-9999,-9999,2.2998541666666665,-9999,102.61793750000004,11.459604166666667,0.09699999999999999,-9999,2.979979166666667,-4.925091769887663,-0.6222273165045619,1.128717131223571,3.0
