,TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,VPD,PA,TA,P,TS_1,TS_2,TS_3,WTD,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,PPFD_IN_F,VPD_F,PA_F,TA_F,P_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC,FCH4_F_MODEL,FCH4_F_NORM
0,2012-01-01,-3.7864683333333335,132.44376521739133,195.66558260869564,,0.5107955022857144,244.57625726966677,28.3878073125,411.14055307708327,425.39208333333335,201.93705291666677,511.0359375,3.0425925766666686,99.98893164142858,20.28043015729166,0.204,18.69208333333334,17.875625000000007,16.832083333333333,-0.0696760208333333,4.011339208333333,2.5941925,3.923989583333334,2.1180434375,146.35300556410715,4.885972814964284,-1.4171466666666663,62.858943750000016,109.48754166666664,64.3417666041667,245.55525,28.3878073125,411.6219375,425.39208333333335,201.93705291666677,511.03593691666674,3.049958333333333,100.07620833333335,20.331333333333333,0.204,-0.069676010625,4.097499999999998,109.16936160471056,-1.4063769388306369,150.43421542564298,1.0,54.36177374446727,9.979992859699422
1,2012-01-02,-3.5078201935483864,155.0672370588235,115.5005257142857,,0.3806194014772728,278.78624157685414,35.352941729166666,379.6947145375,418.10083333333336,205.0273208333333,599.1475,4.87419363875,100.64879705681818,18.527530968541665,0.408,18.24833333333333,17.814583333333328,17.052291666666655,-0.0781877916666666,4.009728083333333,2.4570585416666666,3.836011979166667,2.0042264375,246.88677974340908,3.7847153334318175,-1.552613666666666,106.12291166666664,87.04013124999999,91.54653875,279.8626458333334,35.352941729166666,379.95179166666674,418.10083333333336,205.0273208333333,599.1475006666667,4.877729166666667,100.58658333333334,18.585875000000005,0.408,-0.078187788125,3.8010416666666655,86.15863668987627,-1.6687920209341192,130.2937350180955,1.0,53.900660232430845,37.64587851756915
2,2012-01-03,-3.134256,60.68560333333333,54.67597142857144,,0.2800707695813954,163.14744096570828,20.996467854166667,391.3706308104168,411.0485416666667,122.47224958333337,341.26116666666667,3.850092300833333,101.70197075348835,17.5564480825,0.0,17.692291666666666,17.45104166666667,16.957083333333333,-0.0816535833333333,3.8673611875000007,2.3742862500000004,3.575073589583333,1.943196375,107.30112678837212,2.8927196673488367,-1.4930912499999998,41.54013749999999,54.72825416666665,93.15152458333336,163.84481250000005,20.996467854166667,391.55477083333335,411.0485416666667,122.47224958333337,341.26116645833343,3.838791666666667,101.68070833333336,17.53439583333333,0.0,-0.0816535847916666,2.8695208333333326,50.21254842527319,-1.6034728785142751,104.67322255538564,1.0,53.29622075264435,39.855303830689
3,2012-01-04,-4.256070476190477,157.92285909090913,88.78248095238094,,0.22542846235,212.53466031089584,26.513921666666675,392.7878015291667,417.01625,161.79256375000003,441.8991874999999,4.088199328125,101.85372832749997,18.435651739791663,8.363999999999999,17.733958333333327,17.313124999999996,16.815208333333327,-0.0807305833333333,3.917756927083334,2.423598541666666,3.7627330624999993,2.0172458333333334,265.0845357397749,2.2340208468,-1.4941489583333334,73.58635208333334,60.77213541666666,94.68116470833336,213.8451041666667,26.513921666666675,392.5826041666667,417.01625,161.79256375000003,441.8991864375,4.116083333333335,101.82908333333332,18.442729166666677,8.363999999999999,-0.0807305783333333,2.2296041666666664,55.28887210256882,-1.6383889586350735,105.99990329663189,1.0,53.342585667672964,41.33857904066039
4,2012-01-05,-3.784217037037037,78.52184666666669,141.82165,,0.1954883505111111,217.12347065985415,26.83496333333333,384.7170835104167,413.8235416666666,161.18229124999996,460.62356249999993,4.9920685435416665,101.52459792222228,18.425448099583328,0.0,17.586250000000003,17.322083333333335,16.845833333333324,-0.0789372916666666,3.75466825,2.3834941666666665,4.177462291666667,2.698403499999998,234.610875616,2.012034449955556,-1.37116875,44.26927708333333,97.93864791666664,98.50369239583334,218.73131250000003,26.83496333333333,385.75579166666665,413.8235416666666,161.18229124999996,460.6235612708333,4.9814791666666665,101.54243749999996,18.479416666666676,0.0,-0.078937295,2.0201041666666666,94.36872592204114,-1.5455816263411437,109.44391378444573,1.0,53.177415305548855,45.326277090284485
5,2012-01-06,-2.7530642857142853,65.51958888888889,72.63946000000003,,0.1850329545111112,158.56796687316668,19.121659166666667,373.14120677291663,409.11062500000014,103.47654583333332,327.3366875,5.159420247083333,101.17507535555556,17.777518928333336,0.0,16.676041666666666,16.92104166666667,16.684791666666662,-0.0848550416666666,3.2288873958333326,2.2828843750000005,4.089629749999999,3.410020020833333,145.65235996577775,1.7328849967555553,-0.9460129166666664,35.58708958333333,50.71148645833335,94.352598375,160.37560416666668,19.121659166666667,372.8016458333333,409.11062500000014,103.47654583333332,327.33668785416666,5.127166666666667,101.19214583333331,17.709520833333332,0.0,-0.0848550475,1.651229166666667,46.403273366522,-1.1689918716204553,124.50975743892332,1.0,52.107617948417484,42.244980426582515
6,2012-01-07,1.7236,-14.31848,24.008125,,0.1340752791428571,55.640587478250005,5.889747708333335,392.0771198041666,397.9925,43.83521412499999,132.38599999999997,1.283700288958334,100.74129912142855,16.367721994374996,29.376000000000005,16.403124999999992,16.739791666666672,16.498541666666668,-0.0772656875,1.8154530833333336,2.14321375,2.309187479166667,3.0924631874999995,184.6071036271429,1.8688644300714283,0.3277572916666666,-1.7914291666666669,33.04770379166667,98.88777112500004,56.52091666666666,5.889747708333335,391.3093541666667,397.9925,43.83521412499999,132.38600012500004,1.3181458333333331,100.54547916666672,16.382854166666664,26.520000000000003,-0.0772656839583333,3.258770833333333,28.755103497689053,-0.1671581838784528,127.21707315719132,1.0,51.76830605437973,47.119465070620315
7,2012-01-08,,-35.047,,,0.1198544076666666,144.49412132458338,16.657132729166666,404.7652529437498,405.5477083333333,127.05358375000002,311.65660416666674,1.1266332908333336,99.99202345,17.150011301458335,25.50000000000001,15.954999999999997,16.476666666666667,16.395624999999992,-0.0507716458333333,3.3342389375000008,2.154749583333334,3.6441725,2.979632333333333,87.30826568666667,1.881378233,-1.1794825,24.11404166666667,74.641225,77.38815212500002,145.01533333333333,16.657132729166666,404.44789583333335,405.5477083333333,127.05358375000002,311.65660624999987,1.0980208333333334,99.44685416666664,17.098958333333332,28.35600000000001,-0.0507716447916666,2.8220624999999995,60.49268422065855,-1.4958352211504369,163.48353418260123,1.0,51.191124308494665,26.197027816505354
8,2012-01-09,-2.748844285714285,77.78461764705881,166.08629999999997,,0.4039870449999999,305.2943181867917,36.49767567416667,392.66185427708336,421.25708333333336,240.20217083333333,650.0257083333335,5.0006601433333335,100.34756973499998,19.731196442916666,0.408,16.16645833333333,16.850624999999994,16.392708333333328,-0.0619242291666666,4.2525155833333335,2.3009591666666664,4.743025416666667,3.0398529375,81.85122947725,4.366543644675,-1.9515635416666663,66.15803750000002,129.84487291666667,81.05568283333336,306.6003541666667,36.49767567416667,393.1538541666668,421.25708333333336,240.20217083333333,650.0257089583333,4.989145833333333,100.32222916666667,19.731604166666667,0.408,-0.061924230625,4.206812500000002,126.9919815254226,-1.981244966825828,137.61208346062438,1.0,51.46666084316718,29.58902199016618
9,2012-01-10,-0.9410887499999996,10.755462499999997,66.57582551724138,,0.2806187560000001,111.84356324639587,13.420488772916665,398.4856414083334,410.7014583333332,86.20783145833336,237.66131249999992,3.059725071875,100.52137214,18.481964349583325,1.4280000000000002,16.47666666666667,17.182708333333334,16.630208333333325,-0.0665294583333333,2.7516709458333337,2.2824633333333333,3.295837312500001,3.0651949791666664,200.99338342696672,2.898591005866666,-0.46919375,9.577535416666665,55.40357583333333,76.19525560416672,112.66585416666668,13.420488772916665,398.36408333333344,410.7014583333332,86.20783145833336,237.66131264583328,3.0754791666666668,100.52081250000002,18.505104166666676,1.4280000000000002,-0.0665294497916667,2.822770833333333,57.43330070403473,-0.7369519297660568,131.14934823112677,1.0,51.86062560029269,24.334630003874025
