,TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,VPD,RH,PA,TA,P,TS_1,TS_2,TS_3,TS_4,TS_5,WTD,SWC_1,SWC_2,SWC_3,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC,FCH4_F_MODEL,FCH4_F_NORM
0,2017-01-01,,,,,,,,,,24.15700110638297,,,100.57419148936172,-1.8264894042553192,0.2,-0.1001452340425531,0.6718980851063829,1.9845206382978728,2.847318723404256,6.006857446808509,-0.2110923404255319,46.476148510638296,78.99902127659564,74.49121276595746,-0.5641145319148937,0.6910527234042555,0.2023298936170212,0.8283599148936167,,,1.2551827659574462,-35.52361702127659,7.424827659574472,2.4539791446808503,12.420659574468086,,320.7661489361704,,24.15700110638297,0.0,,100.57419148936172,-1.826510638297873,0.2,-0.2110923404255319,0.5649148936170213,6.583771421354407,0.8407089347812364,-0.3930092431024708,1.0,,
1,2017-01-02,,,,,,,,,,45.70491562500001,,,100.60260416666668,0.5240438354166668,1.2,0.1250493999999999,0.8546393750000001,1.992270416666666,2.7858650000000016,5.8481645833333324,-0.2089566666666666,46.57315645833334,79.00604166666658,74.50745833333337,-0.4723228333333334,0.7997981666666668,0.2100843749999998,0.9399485625000004,,,1.2721304166666665,-39.69555833333335,16.245675000000016,3.338493145833333,22.894166666666692,,327.45987500000007,,45.70491562500001,0.0,,100.60260416666668,0.5241458333333334,1.2,-0.2089566666666666,0.3363333333333333,9.81958148541392,0.8168275325749611,-0.1643842484653921,1.0,3.2313769934828116,0.10711615235052152
2,2017-01-03,,,,,,,,,,39.88378333333333,,,101.1358125,-0.7801908847916667,0.0,0.4486302083333335,1.079581875,2.0450075,2.783376041666666,5.717652083333332,-0.2092904166666666,46.62114979166666,79.00670833333326,74.51400000000002,-0.6640894999999999,0.7382694583333335,0.2341074583333332,0.8773716666666668,,,1.402382708333333,-43.1398125,11.645891666666662,4.235131250000001,20.064604166666665,,312.3265625000002,,39.88378333333333,0.0058541666666666,,101.1358125,-0.7802083333333333,0.0,-0.2092904166666666,0.2815,8.570684498012179,0.8256131368850833,-0.7526751354928732,1.0,3.571850643340089,0.663280606659912
3,2017-01-04,,,,,,,,,,26.975507125,,,100.87962500000005,-0.8391709999999993,2.4000000000000004,0.7081000000000001,1.3049770833333334,2.1682727083333333,2.8354175,5.617058333333333,-0.20937875,46.60964270833333,79.00902083333331,74.51631249999997,-0.3801831875,0.7362426458333334,0.2033821458333332,0.8749570625,,,1.116429166666666,-31.23581249999999,8.578789166666667,2.2954098333333337,13.790624999999991,,316.6278125,,26.975507125,0.0002916666666666,,100.87962500000005,-0.8391875,2.4000000000000004,-0.20937875,0.7622291666666667,8.764807815477779,0.8508928468427395,-0.2670911761736256,1.0,3.622881148310422,-1.3274713149770885
4,2017-01-05,,,,,,,,,,41.763185,,,101.2980625,-0.0181803166666666,0.0,1.4782510416666663,1.8604229166666668,2.3687525,2.9007989583333336,5.543879166666668,-0.2077027083333333,46.65949041666666,79.05210416666662,74.5172916666667,-0.2270603916666667,0.7744605416666669,0.2425831875,0.914068625,,,1.001520833333333,-39.18516666666667,14.45612916666667,2.822839166666667,20.978208333333324,,284.60962500000016,,41.763185,0.0843749999999999,,101.2980625,-0.01825,0.0,-0.2077027083333333,0.6038958333333332,10.688969175851222,0.8550835958488249,-0.7542117335942334,1.0,3.6694734140532277,-0.8466342473865609
5,2017-01-06,,,,,,,,,,122.80615272916668,,,101.85545833333336,-3.5595599583333333,0.0,-0.3563441020833333,0.6158250208333331,2.105240208333333,2.807367708333334,5.497747916666667,-0.2130479166666667,46.41415645833332,78.99860416666664,74.50925000000002,-0.1486804166666666,0.6179917083333333,0.2978019791666665,0.7504066249999998,,,0.7666722916666667,-17.67048333333334,10.867941666666669,-0.5890347500000002,60.36956250000002,,253.106375,,122.80615272916668,0.7165833333333335,,101.85545833333336,-3.5595,0.0,-0.2130479166666667,0.5587916666666668,10.964081080418987,0.8267236303732242,-1.556018654084376,1.0,,
6,2017-01-07,,,,,,,,,,107.41284222916669,,,101.70568750000002,-4.544408791666666,1.0,-1.4482777083333331,-0.17738594375,1.4941556249999994,2.3964825000000007,5.449422916666667,-0.2152881249999999,46.226445625,78.99247916666663,74.53389583333332,-0.3390538124999999,0.5873029999999999,0.2832798124999999,0.71350875,,,0.9263614583333328,-23.483083333333337,16.198362916666678,1.3741950625000003,52.88720833333335,,293.5001875000001,,107.41284222916669,0.9421875,,101.70568750000002,-4.5443541666666665,1.0,-0.2152881249999999,0.348875,9.635520795286398,0.8896841572371694,-1.5947443596459785,1.0,,
7,2017-01-08,,,,,,,,,,39.12635333333333,,,101.45274999999997,1.1487859645833332,0.8,-0.0914871666666666,0.1077554791666666,1.3219543750000002,2.167540833333334,5.3558208333333335,-0.2102454166666666,46.51458083333333,79.02468749999998,74.56479166666666,-0.42973191875,0.8297941041666667,0.2275230208333333,0.9701680833333336,,,1.2595418749999994,-38.135020833333314,19.475308333333324,2.3571081249999977,19.696645833333328,,340.0786250000001,,39.12635333333333,0.0033333333333333,,101.45274999999997,1.1487291666666668,0.8,-0.2102454166666666,0.2682291666666667,13.814709231527132,0.8877576410267499,-0.2050911531161705,1.0,,
8,2017-01-09,,,,,,,,,,31.5630649375,,,100.8861875,3.686981041666668,3.0,0.803237375,0.6293856250000001,1.3743377083333337,2.098067708333334,5.245633333333333,-0.2061939583333333,46.77744354166665,79.0920833333333,74.57633333333331,-0.0700306458333333,0.9533268541666668,0.2150443541666665,1.0937140208333334,,,1.0233687499999995,-39.93693749999999,20.49181250000001,1.4804614583333342,16.020229166666667,,340.948875,,31.5630649375,0.0,,100.8861875,3.687020833333333,3.0,-0.2061939583333333,0.5954791666666666,14.195337968245182,0.9375830933793048,-0.0584966142613008,1.0,3.63342129309555,-2.152959834762216
9,2017-01-10,,,,,,,,,,60.20221125000001,,,99.59414166666669,4.200237270833333,5.8000000000000025,2.9690395833333336,2.6970791666666663,2.327838958333334,2.4227352083333336,5.140629166666668,-0.199288125,47.14921645833334,79.2340416666667,74.58487500000003,0.0112647291666666,0.9790902500000004,0.256976375,1.1190150833333334,,,0.9678345208333332,-36.785362499999984,19.172264583333344,2.1042829166666674,29.94045833333336,,323.54662499999984,,60.20221125000001,0.0131666666666666,,99.59420833333331,4.200208333333333,5.8000000000000025,-0.199288125,0.815833333333333,15.205051870793842,0.9302651194825172,-0.4250331587321579,1.0,3.69118472751297,-1.5869018108463027
